Origin,Destination,N_flights,Flight_time,Wait_time,Total_time,Exec_time
UMMS,SKBO,2,1875,233,2108,1.390
UMMS,SKBO,2,1888,112,2000,1.004
UMMS,SKBO,2,1808,137,1945,1.249
UMMS,SKBO,2,1814,193,2007,2.052
UMMS,SKBO,2,1869,266,2135,1.378
UMMS,SKBO,1,1322,440,1762,0.864
UMMS,SKBO,2,1870,49,1919,1.593
UMMS,SKBO,1,1324,507,1831,0.946
UMMS,SKBO,2,1881,103,1984,1.024
UMMS,SKBO,1,1322,155,1477,1.968
UMMS,SKBO,1,1324,598,1922,1.181
UMMS,SKBO,2,1876,309,2185,1.060
UMMS,SKBO,1,1322,83,1405,1.478
UMMS,SKBO,2,1888,204,2092,1.395
UMMS,SKBO,2,1808,54,1862,0.867
UMMS,SKBO,2,1870,111,1981,1.054
UMMS,SKBO,2,1808,82,1890,1.242
UMMS,SKBO,2,1874,222,2096,1.159
UMMS,SKBO,2,1870,120,1990,1.409
UMMS,SKBO,2,1867,172,2039,1.950
UMMS,SKBO,2,1863,160,2023,1.489
UMMS,SKBO,1,1324,263,1587,1.253
UMMS,SKBO,2,1870,160,2030,0.947
UMMS,SKBO,2,1871,126,1997,1.250
UMMS,SKBO,1,1324,89,1413,1.062
UMMS,SKBO,2,1888,113,2001,1.277
UMMS,SKBO,2,1814,231,2045,2.046
UMMS,SKBO,2,1873,135,2008,1.066
UMMS,SKBO,2,1868,176,2044,1.100
UMMS,SKBO,2,1808,90,1898,1.507
UMMS,SKBO,2,1888,14,1902,1.143
UMMS,SKBO,2,1888,175,2063,1.060
UMMS,SKBO,1,1322,180,1502,1.816
UMMS,SKBO,2,1811,227,2038,1.132
UMMS,SKBO,1,1324,448,1772,0.857
UMMS,SKBO,1,1324,147,1471,1.349
UMMS,SKBO,2,1758,359,2117,1.323
UMMS,SKBO,1,1324,474,1798,1.101
UMMS,SKBO,1,1322,288,1610,1.105
UMMS,SKBO,2,1870,120,1990,0.983
UMMS,SKBO,2,1876,132,2008,0.845
UMMS,SKBO,2,1874,269,2143,1.039
UMMS,SKBO,1,1324,0,1324,1.421
UMMS,SKBO,1,1322,291,1613,0.938
UMMS,SKBO,2,1876,303,2179,0.908
UMMS,SKBO,1,1324,76,1400,1.253
UMMS,SKBO,2,1874,200,2074,1.101
UMMS,SKBO,1,1324,359,1683,0.943
UMMS,SKBO,1,1324,167,1491,2.042
UMMS,SKBO,2,1870,155,2025,1.681
UMMS,SKBO,2,1876,356,2232,0.934
UMMS,SKBO,2,1881,256,2137,1.773
UMMS,SKBO,2,1871,111,1982,1.733
UMMS,SKBO,1,1324,156,1480,1.955
UMMS,SKBO,2,1868,255,2123,1.189
UMMS,SKBO,2,1888,144,2032,1.018
UMMS,SKBO,2,1808,74,1882,1.025
UMMS,SKBO,2,1872,131,2003,1.528
UMMS,SKBO,2,1876,356,2232,1.309
UMMS,SKBO,1,1322,689,2011,1.147
UMMS,SKBO,1,1324,237,1561,1.091
UMMS,SKBO,2,1881,70,1951,0.925
UMMS,SKBO,1,1322,361,1683,0.909
UMMS,SKBO,2,1867,92,1959,1.150
UMMS,SKBO,2,1863,136,1999,1.252
UMMS,SKBO,1,1322,24,1346,0.961
UMMS,SKBO,2,1881,119,2000,1.738
UMMS,SKBO,2,1888,138,2026,1.089
UMMS,SKBO,1,1324,159,1483,0.955
UMMS,SKBO,2,1872,94,1966,1.907
UMMS,SKBO,2,1803,150,1953,1.491
UMMS,SKBO,2,1867,178,2045,0.953
UMMS,SKBO,2,1876,182,2058,1.088
UMMS,SKBO,2,1870,81,1951,0.990
UMMS,SKBO,2,1808,107,1915,1.436
UMMS,SKBO,1,1324,84,1408,0.969
UMMS,SKBO,2,1888,263,2151,1.246
UMMS,SKBO,2,1876,93,1969,1.525
UMMS,SKBO,1,1322,489,1811,1.822
UMMS,SKBO,2,1870,130,2000,1.596
UMMS,SKBO,2,1758,396,2154,1.883
UMMS,SKBO,2,1863,207,2070,1.088
UMMS,SKBO,2,1863,229,2092,0.879
UMMS,SKBO,1,1324,432,1756,1.161
UMMS,SKBO,1,1322,336,1658,0.924
UMMS,SKBO,2,1874,47,1921,1.033
UMMS,SKBO,2,1811,290,2101,0.913
UMMS,SKBO,1,1324,694,2018,1.706
UMMS,SKBO,2,1883,53,1936,1.329
UMMS,SKBO,2,1876,305,2181,1.422
UMMS,SKBO,2,1881,289,2170,1.377
UMMS,SKBO,2,1816,228,2044,1.047
UMMS,SKBO,2,1803,65,1868,1.308
UMMS,SKBO,2,1881,234,2115,1.576
UMMS,SKBO,2,1863,264,2127,0.991
UMMS,SKBO,2,1874,219,2093,1.324
UMMS,SKBO,1,1322,543,1865,1.858
UMMS,SKBO,2,1814,366,2180,1.102
UMMS,SKBO,2,1808,147,1955,1.520
UMMS,SKBO,2,1888,57,1945,1.317
UMMS,SKBO,2,1881,240,2121,0.997
UMMS,SKBO,2,1808,152,1960,1.164
UMMS,SKBO,2,1881,251,2132,1.104
UMMS,SKBO,2,1870,216,2086,0.898
UMMS,SKBO,2,1883,85,1968,1.230
UMMS,SKBO,2,1876,299,2175,1.766
UMMS,SKBO,2,1875,217,2092,1.516
UMMS,SKBO,2,1870,76,1946,0.918
UMMS,SKBO,1,1322,100,1422,0.881
UMMS,SKBO,2,1814,234,2048,1.024
UMMS,SKBO,2,1888,93,1981,1.559
UMMS,SKBO,1,1322,297,1619,1.038
UMMS,SKBO,1,1324,46,1370,1.068
UMMS,SKBO,1,1322,297,1619,1.374
UMMS,SKBO,2,1881,385,2266,1.044
UMMS,SKBO,2,1867,108,1975,0.989
UMMS,SKBO,2,1888,102,1990,1.738
UMMS,SKBO,2,1808,245,2053,1.746
UMMS,SKBO,1,1322,243,1565,1.332
UMMS,SKBO,2,1874,113,1987,1.613
UMMS,SKBO,2,1876,85,1961,0.951
UMMS,SKBO,1,1324,548,1872,1.029
UMMS,SKBO,1,1324,0,1324,1.274
UMMS,SKBO,2,1888,103,1991,1.095
UMMS,SKBO,2,1815,385,2200,1.214
UMMS,SKBO,1,1322,378,1700,1.496
UMMS,SKBO,2,1863,144,2007,1.476
UMMS,SKBO,1,1324,712,2036,1.698
UMMS,SKBO,1,1324,147,1471,2.045
UMMS,SKBO,2,1868,257,2125,1.852
UMMS,SKBO,2,1876,284,2160,1.595
UMMS,SKBO,2,1758,426,2184,1.126
UMMS,SKBO,2,1814,171,1985,1.052
UMMS,SKBO,2,1881,112,1993,1.832
UMMS,SKBO,2,1870,182,2052,1.553
UMMS,SKBO,1,1322,50,1372,0.822
UMMS,SKBO,2,1869,289,2158,1.212
UMMS,SKBO,2,1876,295,2171,1.077
UMMS,SKBO,2,1881,217,2098,1.243
UMMS,SKBO,2,1867,167,2034,1.519
UMMS,SKBO,1,1324,411,1735,1.076
UMMS,SKBO,1,1322,126,1448,1.383
UMMS,SKBO,1,1322,264,1586,1.177
UMMS,SKBO,2,1814,303,2117,1.082
UMMS,SKBO,1,1324,594,1918,1.572
UMMS,SKBO,2,1758,363,2121,1.479
UMMS,SKBO,1,1322,220,1542,0.886
UMMS,SKBO,2,1888,104,1992,1.508
UMMS,SKBO,2,1814,212,2026,1.254
UMMS,SKBO,2,1873,233,2106,1.044
UMMS,SKBO,2,1870,62,1932,1.784
UMMS,SKBO,2,1875,258,2133,1.089
UMMS,SKBO,2,1870,178,2048,0.894
UMMS,SKBO,2,1874,78,1952,1.559
UMMS,SKBO,2,1870,250,2120,1.303
UMMS,SKBO,2,1867,92,1959,1.022
UMMS,SKBO,2,1876,77,1953,1.693
UMMS,SKBO,1,1324,397,1721,1.705
UMMS,SKBO,2,1808,98,1906,1.378
UMMS,SKBO,1,1324,238,1562,1.172
UMMS,SKBO,1,1322,279,1601,1.045
UMMS,SKBO,2,1876,73,1949,1.507
UMMS,SKBO,2,1814,210,2024,1.272
UMMS,SKBO,1,1322,266,1588,0.974
UMMS,SKBO,2,1863,197,2060,1.949
UMMS,SKBO,2,1872,158,2030,1.089
UMMS,SKBO,1,1322,261,1583,1.041
UMMS,SKBO,2,1870,172,2042,1.367
UMMS,SKBO,2,1888,88,1976,0.888
UMMS,SKBO,1,1324,276,1600,0.960
UMMS,SKBO,2,1803,54,1857,1.502
UMMS,SKBO,1,1322,221,1543,1.003
UMMS,SKBO,1,1322,297,1619,1.125
UMMS,SKBO,2,1872,371,2243,2.045
UMMS,SKBO,1,1322,435,1757,1.135
UMMS,SKBO,2,1870,16,1886,1.311
UMMS,SKBO,2,1863,189,2052,1.391
UMMS,SKBO,2,1888,108,1996,1.055
UMMS,SKBO,2,1872,79,1951,0.902
UMMS,SKBO,1,1322,658,1980,1.936
UMMS,SKBO,2,1803,110,1913,1.377
UMMS,SKBO,1,1322,562,1884,1.120
UMMS,SKBO,2,1888,248,2136,1.026
UMMS,SKBO,2,1870,148,2018,0.846
UMMS,SKBO,2,1815,336,2151,1.612
UMMS,SKBO,2,1888,148,2036,1.369
UMMS,SKBO,1,1324,620,1944,1.452
UMMS,SKBO,2,1876,166,2042,1.265
UMMS,SKBO,1,1324,632,1956,0.949
UMMS,SKBO,2,1871,207,2078,1.827
UMMS,SKBO,2,1863,197,2060,2.364
UMMS,SKBO,1,1324,443,1767,1.155
UMMS,SKBO,1,1322,526,1848,1.048
UMMS,SKBO,2,1881,246,2127,0.937
UMMS,SKBO,1,1324,40,1364,1.538
UMMS,SKBO,1,1324,496,1820,1.875
UMMS,SKBO,1,1324,27,1351,1.207
UMMS,SKBO,2,1877,163,2040,1.833
UMMS,SKBO,2,1865,102,1967,1.098
UMMS,SKBO,2,1811,209,2020,0.999
UMMS,SKBO,2,1883,88,1971,2.064
UMMS,SKBO,2,1876,256,2132,1.218
UMMS,SKBO,2,1883,106,1989,0.972
UMMS,SKBO,2,1808,167,1975,1.539
UMMS,SKBO,1,1324,379,1703,1.167
UMMS,SKBO,2,1882,272,2154,0.936
UMMS,SKBO,2,1867,202,2069,1.812
UMMS,SKBO,2,1758,363,2121,1.203
UMMS,SKBO,2,1814,186,2000,1.148
UMMS,SKBO,2,1874,234,2108,1.671
UMMS,SKBO,2,1870,177,2047,1.017
UMMS,SKBO,2,1870,113,1983,0.954
UMMS,SKBO,1,1322,303,1625,0.979
UMMS,SKBO,2,1808,147,1955,1.969
UMMS,SKBO,2,1872,101,1973,1.301
UMMS,SKBO,1,1324,477,1801,0.947
UMMS,SKBO,2,1816,396,2212,1.058
UMMS,SKBO,2,1808,94,1902,1.767
UMMS,SKBO,1,1322,234,1556,1.478
UMMS,SKBO,1,1322,603,1925,0.916
UMMS,SKBO,1,1322,605,1927,1.705
UMMS,SKBO,2,1877,152,2029,1.098
UMMS,SKBO,1,1324,340,1664,0.836
UMMS,SKBO,1,1322,81,1403,1.281
UMMS,SKBO,2,1863,87,1950,1.791
UMMS,SKBO,2,1881,258,2139,1.644
UMMS,SKBO,1,1324,642,1966,1.787
UMMS,SKBO,2,1888,83,1971,1.045
UMMS,SKBO,2,1867,101,1968,0.940
UMMS,SKBO,2,1870,214,2084,1.543
UMMS,SKBO,2,1811,254,2065,1.323
UMMS,SKBO,1,1324,622,1946,1.143
UMMS,SKBO,2,1876,173,2049,1.208
UMMS,SKBO,2,1875,304,2179,1.123
UMMS,SKBO,1,1324,632,1956,1.080
UMMS,SKBO,2,1881,265,2146,0.870
UMMS,SKBO,1,1324,56,1380,2.068
UMMS,SKBO,2,1888,239,2127,1.583
UMMS,SKBO,2,1803,75,1878,1.022
UMMS,SKBO,2,1811,256,2067,0.855
UMMS,SKBO,1,1324,128,1452,0.994
UMMS,SKBO,2,1869,358,2227,1.849
UMMS,SKBO,2,1867,152,2019,1.704
UMMS,SKBO,2,1867,165,2032,1.962
UMMS,SKBO,2,1881,230,2111,1.759
UMMS,SKBO,2,1876,193,2069,1.275
UMMS,SKBO,2,1888,106,1994,1.994
UMMS,SKBO,2,1868,192,2060,2.002
UMMS,SKBO,2,1881,85,1966,1.694
UMMS,SKBO,2,1870,109,1979,1.139
UMMS,SKBO,1,1322,103,1425,1.527
UMMS,SKBO,2,1868,296,2164,1.959
UMMS,SKBO,1,1322,587,1909,1.330
UMMS,SKBO,1,1322,385,1707,1.682
UMMS,SKBO,1,1322,472,1794,0.939
UMMS,SKBO,2,1863,153,2016,1.024
UMMS,SKBO,1,1322,73,1395,2.000
UMMS,SKBO,1,1324,43,1367,2.008
UMMS,SKBO,2,1803,49,1852,1.079
UMMS,SKBO,2,1888,162,2050,1.869
UMMS,SKBO,2,1875,276,2151,1.109
UMMS,SKBO,2,1874,132,2006,0.935
UMMS,SKBO,1,1324,19,1343,0.928
UMMS,SKBO,2,1811,176,1987,1.756
UMMS,SKBO,2,1870,346,2216,1.355
UMMS,SKBO,1,1324,79,1403,1.164
UMMS,SKBO,1,1322,294,1616,1.432
UMMS,SKBO,1,1322,50,1372,0.889
UMMS,SKBO,2,1888,111,1999,0.875
UMMS,SKBO,1,1324,88,1412,2.033
UMMS,SKBO,2,1870,9,1879,1.165
UMMS,SKBO,1,1324,410,1734,0.915
UMMS,SKBO,2,1881,102,1983,1.825
UMMS,SKBO,2,1808,155,1963,1.219
UMMS,SKBO,1,1324,258,1582,1.074
UMMS,SKBO,2,1811,321,2132,1.531
UMMS,SKBO,1,1324,286,1610,1.398
UMMS,SKBO,2,1808,232,2040,1.265
UMMS,SKBO,2,1808,245,2053,1.891
UMMS,SKBO,2,1816,291,2107,1.308
UMMS,SKBO,2,1883,203,2086,1.566
UMMS,SKBO,2,1874,187,2061,1.495
UMMS,SKBO,2,1811,217,2028,1.239
UMMS,SKBO,1,1324,121,1445,0.987
UMMS,SKBO,2,1876,276,2152,1.456
UMMS,SKBO,2,1870,120,1990,0.914
UMMS,SKBO,1,1322,14,1336,1.035
UMMS,SKBO,2,1863,83,1946,0.859
UMMS,SKBO,2,1888,128,2016,1.467
UMMS,SKBO,1,1322,9,1331,0.932
UMMS,SKBO,1,1324,11,1335,0.929
UMMS,SKBO,1,1324,656,1980,1.134
UMMS,SKBO,1,1324,267,1591,2.520
UMMS,SKBO,1,1322,155,1477,1.098
UMMS,SKBO,2,1867,109,1976,1.156
UMMS,SKBO,2,1875,207,2082,1.193
UMMS,SKBO,2,1876,168,2044,1.182
UMMS,SKBO,1,1324,620,1944,1.271
UMMS,SKBO,2,1876,225,2101,1.708
UMMS,SKBO,2,1811,223,2034,1.268
UMMS,SKBO,2,1803,78,1881,1.427
UMMS,SKBO,2,1875,200,2075,1.055
UMMS,SKBO,2,1888,56,1944,1.016
UMMS,SKBO,2,1877,86,1963,1.872
UMMS,SKBO,2,1881,84,1965,1.555
UMMS,SKBO,2,1888,37,1925,1.181
UMMS,SKBO,2,1758,390,2148,1.914
UMMS,SKBO,2,1863,180,2043,1.446
UMMS,SKBO,1,1322,342,1664,1.084
UMMS,SKBO,2,1873,322,2195,1.897
UMMS,SKBO,2,1808,68,1876,1.424
UMMS,SKBO,2,1803,178,1981,1.050
UMMS,SKBO,2,1874,148,2022,2.065
UMMS,SKBO,2,1883,64,1947,1.081
UMMS,SKBO,2,1888,340,2228,1.282
UMMS,SKBO,2,1814,175,1989,1.618
UMMS,SKBO,2,1870,112,1982,1.218
UMMS,SKBO,1,1324,104,1428,1.171
UMMS,SKBO,2,1808,64,1872,1.878
UMMS,SKBO,2,1868,263,2131,1.311
UMMS,SKBO,1,1324,163,1487,1.108
UMMS,SKBO,2,1872,310,2182,1.473
UMMS,SKBO,1,1322,636,1958,0.987
UMMS,SKBO,2,1808,185,1993,1.650
UMMS,SKBO,1,1322,160,1482,1.214
UMMS,SKBO,1,1322,340,1662,1.597
UMMS,SKBO,2,1870,49,1919,1.315
UMMS,SKBO,2,1881,263,2144,1.394
UMMS,SKBO,2,1818,330,2148,1.919
UMMS,SKBO,2,1867,149,2016,1.065
UMMS,SKBO,2,1865,218,2083,1.164
UMMS,SKBO,2,1811,289,2100,2.038
UMMS,SKBO,1,1324,74,1398,1.954
UMMS,SKBO,1,1324,122,1446,1.259
UMMS,SKBO,2,1876,331,2207,1.377
UMMS,SKBO,2,1808,81,1889,1.229
UMMS,SKBO,1,1324,202,1526,1.023
UMMS,SKBO,2,1876,245,2121,1.883
UMMS,SKBO,2,1803,83,1886,1.110
UMMS,SKBO,2,1870,49,1919,0.874
UMMS,SKBO,2,1876,187,2063,1.313
UMMS,SKBO,1,1324,453,1777,1.017
UMMS,SKBO,2,1875,236,2111,1.060
UMMS,SKBO,1,1322,515,1837,1.265
UMMS,SKBO,2,1870,51,1921,1.643
UMMS,SKBO,2,1803,116,1919,1.412
UMMS,SKBO,2,1888,219,2107,1.663
UMMS,SKBO,2,1863,123,1986,1.450
UMMS,SKBO,2,1888,145,2033,1.193
UMMS,SKBO,2,1873,266,2139,1.196
UMMS,SKBO,1,1322,365,1687,1.315
UMMS,SKBO,2,1888,98,1986,0.950
UMMS,SKBO,1,1324,155,1479,0.958
UMMS,SKBO,2,1873,238,2111,1.529
UMMS,SKBO,1,1324,492,1816,1.199
UMMS,SKBO,2,1808,128,1936,1.370
UMMS,SKBO,2,1870,40,1910,1.036
UMMS,SKBO,2,1863,120,1983,1.416
UMMS,SKBO,1,1324,74,1398,1.026
UMMS,SKBO,2,1881,344,2225,1.217
UMMS,SKBO,2,1863,185,2048,1.032
UMMS,SKBO,1,1324,692,2016,2.051
UMMS,SKBO,2,1808,158,1966,1.220
UMMS,SKBO,2,1876,107,1983,1.523
UMMS,SKBO,1,1324,218,1542,2.281
UMMS,SKBO,1,1324,329,1653,2.545
UMMS,SKBO,1,1322,600,1922,2.322
UMMS,SKBO,2,1888,172,2060,2.329
UMMS,SKBO,2,1816,265,2081,1.969
UMMS,SKBO,2,1811,212,2023,2.262
UMMS,SKBO,2,1874,178,2052,2.299
UMMS,SKBO,2,1870,130,2000,1.822
UMMS,SKBO,2,1876,93,1969,1.296
UMMS,SKBO,2,1876,308,2184,1.537
UMMS,SKBO,1,1324,153,1477,1.405
UMMS,SKBO,2,1875,202,2077,1.470
UMMS,SKBO,2,1863,97,1960,1.527
UMMS,SKBO,2,1867,181,2048,1.234
UMMS,SKBO,1,1322,212,1534,1.453
UMMS,SKBO,1,1322,370,1692,1.588
UMMS,SKBO,1,1324,447,1771,1.214
UMMS,SKBO,2,1876,234,2110,1.429
UMMS,SKBO,1,1322,677,1999,1.187
UMMS,SKBO,2,1867,119,1986,0.990
UMMS,SKBO,1,1322,368,1690,1.001
UMMS,SKBO,1,1324,75,1399,1.883
UMMS,SKBO,1,1322,339,1661,1.293
UMMS,SKBO,2,1877,99,1976,1.033
UMMS,SKBO,2,1875,315,2190,1.134
UMMS,SKBO,1,1324,166,1490,0.935
UMMS,SKBO,1,1324,501,1825,0.881
UMMS,SKBO,2,1758,463,2221,1.077
UMMS,SKBO,2,1865,198,2063,1.649
UMMS,SKBO,1,1324,527,1851,1.211
UMMS,SKBO,2,1871,341,2212,0.956
UMMS,SKBO,2,1808,218,2026,1.754
UMMS,SKBO,2,1870,110,1980,1.341
UMMS,SKBO,1,1322,414,1736,1.003
UMMS,SKBO,2,1867,54,1921,2.178
UMMS,SKBO,2,1808,189,1997,1.402
UMMS,SKBO,2,1867,111,1978,1.187
UMMS,SKBO,2,1875,405,2280,2.018
UMMS,SKBO,2,1874,123,1997,1.145
UMMS,SKBO,2,1888,130,2018,1.330
UMMS,SKBO,1,1324,346,1670,1.865
UMMS,SKBO,2,1867,256,2123,1.629
UMMS,SKBO,1,1324,45,1369,1.379
UMMS,SKBO,2,1872,270,2142,1.209
UMMS,SKBO,2,1888,5,1893,0.954
UMMS,SKBO,1,1324,640,1964,1.014
UMMS,SKBO,2,1888,104,1992,1.449
UMMS,SKBO,1,1322,447,1769,1.346
UMMS,SKBO,2,1876,79,1955,1.855
UMMS,SKBO,1,1324,586,1910,1.902
UMMS,SKBO,2,1803,56,1859,1.439
UMMS,SKBO,2,1808,194,2002,1.372
UMMS,SKBO,2,1872,97,1969,1.535
UMMS,SKBO,2,1872,106,1978,0.978
UMMS,SKBO,1,1322,463,1785,0.817
UMMS,SKBO,2,1888,135,2023,2.126
UMMS,SKBO,1,1324,82,1406,1.494
UMMS,SKBO,2,1863,204,2067,1.098
UMMS,SKBO,2,1870,37,1907,1.478
UMMS,SKBO,2,1808,137,1945,1.703
UMMS,SKBO,2,1870,100,1970,1.020
