Origin,Destination,Total_time1,Total_time2,Exec_time1,Exec_time2
EPMO,SPIM,2042,2042,0.355,0.323
EPMO,SPIM,2015,2015,0.398,0.346
EPMO,SPIM,1355,1355,0.343,0.313
EPMO,SPIM,2004,2004,0.614,0.426
EPMO,SPIM,1613,1613,0.443,0.323
EPMO,SPIM,1483,1483,0.482,0.409
EPMO,SPIM,2042,2042,0.382,0.339
EPMO,SPIM,1747,1747,0.622,0.404
EPMO,SPIM,1735,1735,0.835,0.477
EPMO,SPIM,2006,2006,0.514,0.465
EPMO,SPIM,1756,1756,0.692,0.483
EPMO,SPIM,1983,1983,0.661,0.595
EPMO,SPIM,1963,1963,0.694,0.476
EPMO,SPIM,1978,1978,0.732,0.490
EPMO,SPIM,1699,1699,0.340,0.431
EPMO,SPIM,1704,1704,0.496,0.303
EPMO,SPIM,1982,1982,0.388,0.326
EPMO,SPIM,2105,2105,0.506,0.311
EPMO,SPIM,2137,2137,0.317,0.327
EPMO,SPIM,2002,2002,0.327,0.318
EPMO,SPIM,2182,2182,0.497,0.320
EPMO,SPIM,2128,2128,0.309,0.287
EPMO,SPIM,1496,1496,0.376,0.359
EPMO,SPIM,2179,2179,0.434,0.364
EPMO,SPIM,2010,2010,0.423,0.328
EPMO,SPIM,2016,2016,0.468,0.346
EPMO,SPIM,2028,2028,0.346,0.293
EPMO,SPIM,2147,2147,0.348,0.300
EPMO,SPIM,1516,1516,0.503,0.458
EPMO,SPIM,1672,1672,0.361,0.304
EPMO,SPIM,2122,2122,0.321,0.326
EPMO,SPIM,1998,1998,0.634,0.516
EPMO,SPIM,1962,1962,0.590,0.408
EPMO,SPIM,1691,1691,0.388,0.309
EPMO,SPIM,1935,1935,0.315,0.305
EPMO,SPIM,1543,1543,0.383,0.390
EPMO,SPIM,1977,1977,0.404,0.314
EPMO,SPIM,2088,2088,0.362,0.322
EPMO,SPIM,1758,1758,0.426,0.307
EPMO,SPIM,2013,2013,0.452,0.315
EPMO,SPIM,2039,2039,0.549,0.434
EPMO,SPIM,1921,1921,0.371,0.322
EPMO,SPIM,2027,2027,0.392,0.308
EPMO,SPIM,1990,1990,0.372,0.292
EPMO,SPIM,2137,2137,0.438,0.311
EPMO,SPIM,1724,1724,0.348,0.335
EPMO,SPIM,1978,1978,0.299,0.278
EPMO,SPIM,2113,2113,0.382,0.399
EPMO,SPIM,1902,1902,0.527,0.512
EPMO,SPIM,2111,2111,0.402,0.313
EPMO,SPIM,2082,2082,0.340,0.308
EPMO,SPIM,2025,2025,0.452,0.359
EPMO,SPIM,2017,2017,0.624,0.484
EPMO,SPIM,1665,1665,0.425,0.320
EPMO,SPIM,2053,2053,0.404,0.328
EPMO,SPIM,1857,1857,0.506,0.457
EPMO,SPIM,2013,2013,0.567,0.453
EPMO,SPIM,1846,1846,0.331,0.301
EPMO,SPIM,1584,1584,0.401,0.491
EPMO,SPIM,1390,1390,0.609,0.484
EPMO,SPIM,2122,2122,0.666,0.339
EPMO,SPIM,1998,1998,0.329,0.317
EPMO,SPIM,2059,2059,0.441,0.399
EPMO,SPIM,1999,1999,0.475,0.302
EPMO,SPIM,2063,2063,0.442,0.515
EPMO,SPIM,2001,2001,0.463,0.333
EPMO,SPIM,2092,2092,0.348,0.304
EPMO,SPIM,2114,2114,0.445,0.376
EPMO,SPIM,2117,2117,0.432,0.383
EPMO,SPIM,2123,2123,0.436,0.347
EPMO,SPIM,1781,1781,0.343,0.300
EPMO,SPIM,2113,2113,0.334,0.290
EPMO,SPIM,2119,2119,0.475,0.332
EPMO,SPIM,2190,2190,0.350,0.372
EPMO,SPIM,2021,2021,0.435,0.338
EPMO,SPIM,2083,2083,0.394,0.453
EPMO,SPIM,1718,1718,0.398,0.304
EPMO,SPIM,1920,1920,0.475,0.313
EPMO,SPIM,1709,1709,0.379,0.351
EPMO,SPIM,1920,1920,0.293,0.310
EPMO,SPIM,1774,1774,0.345,0.377
EPMO,SPIM,2160,2160,0.341,0.288
EPMO,SPIM,2105,2105,0.388,0.324
EPMO,SPIM,1992,1992,0.406,0.365
EPMO,SPIM,2100,2100,0.335,0.316
EPMO,SPIM,1990,1990,0.579,0.409
EPMO,SPIM,1728,1728,0.330,0.304
EPMO,SPIM,2194,2194,0.362,0.320
EPMO,SPIM,2265,2265,0.361,0.329
EPMO,SPIM,1452,1452,0.536,0.342
EPMO,SPIM,2134,2134,0.399,0.314
EPMO,SPIM,2021,2021,0.312,0.292
EPMO,SPIM,2005,2005,0.417,0.461
EPMO,SPIM,1475,1475,0.543,0.344
EPMO,SPIM,2138,2138,0.354,0.294
EPMO,SPIM,2001,2001,0.359,0.381
EPMO,SPIM,2178,2178,0.467,0.324
EPMO,SPIM,1614,1614,0.503,0.324
EPMO,SPIM,1987,1987,0.396,0.327
EPMO,SPIM,1450,1450,0.336,0.316
EPMO,SPIM,2162,2162,0.333,0.381
EPMO,SPIM,1974,1974,0.563,0.361
EPMO,SPIM,2050,2050,0.503,0.400
EPMO,SPIM,1735,1735,0.334,0.310
EPMO,SPIM,2016,2016,0.742,0.598
EPMO,SPIM,1362,1362,0.453,0.385
EPMO,SPIM,2132,2132,0.355,0.291
EPMO,SPIM,2160,2160,0.428,0.309
EPMO,SPIM,1490,1490,0.345,0.299
EPMO,SPIM,2010,2010,0.418,0.454
EPMO,SPIM,2123,2123,0.449,0.463
EPMO,SPIM,1661,1661,0.409,0.351
EPMO,SPIM,2134,2134,0.596,0.463
EPMO,SPIM,2185,2185,0.452,0.418
EPMO,SPIM,2054,2054,0.385,0.323
EPMO,SPIM,1938,1938,0.406,0.501
EPMO,SPIM,2023,2023,0.380,0.316
EPMO,SPIM,1938,1938,0.433,0.458
EPMO,SPIM,1997,1997,0.518,0.324
EPMO,SPIM,1997,1997,0.544,0.493
EPMO,SPIM,1837,1837,0.549,0.411
EPMO,SPIM,1876,1876,0.456,0.319
EPMO,SPIM,2005,2005,0.438,0.301
EPMO,SPIM,2029,2029,0.384,0.383
EPMO,SPIM,1986,1986,0.380,0.319
EPMO,SPIM,1622,1622,0.422,0.318
EPMO,SPIM,1733,1733,0.472,0.344
EPMO,SPIM,1813,1813,0.518,0.394
EPMO,SPIM,1468,1468,0.457,0.329
EPMO,SPIM,2017,2017,0.397,0.308
EPMO,SPIM,1911,1911,0.349,0.291
EPMO,SPIM,1489,1489,0.407,0.305
EPMO,SPIM,1530,1530,0.426,0.402
EPMO,SPIM,2066,2066,0.329,0.290
EPMO,SPIM,2093,2093,0.379,0.554
EPMO,SPIM,2036,2036,0.800,0.554
EPMO,SPIM,2038,2038,0.618,0.355
EPMO,SPIM,1766,1766,0.353,0.321
EPMO,SPIM,2171,2171,0.413,0.309
EPMO,SPIM,2148,2148,0.754,0.462
EPMO,SPIM,1869,1869,0.380,0.343
EPMO,SPIM,1852,1852,0.373,0.323
EPMO,SPIM,1408,1408,0.446,0.396
EPMO,SPIM,2339,2339,0.422,0.332
EPMO,SPIM,1736,1736,0.355,0.296
EPMO,SPIM,2106,2106,0.312,0.288
EPMO,SPIM,2039,2039,0.352,0.321
EPMO,SPIM,1946,1946,0.731,0.576
EPMO,SPIM,1989,1989,0.499,0.353
EPMO,SPIM,1980,1980,0.523,0.409
EPMO,SPIM,2032,2032,0.519,0.354
EPMO,SPIM,2064,2064,0.440,0.295
EPMO,SPIM,1988,1988,0.384,0.305
EPMO,SPIM,1587,1587,0.578,0.441
EPMO,SPIM,2101,2101,0.844,0.582
EPMO,SPIM,2035,2035,0.447,0.337
EPMO,SPIM,2003,2003,0.355,0.337
EPMO,SPIM,1964,1964,0.486,0.340
EPMO,SPIM,1499,1499,0.456,0.325
EPMO,SPIM,1973,1973,0.443,0.338
EPMO,SPIM,1493,1493,0.325,0.330
EPMO,SPIM,1852,1852,0.448,0.316
EPMO,SPIM,1752,1752,0.615,0.370
EPMO,SPIM,2183,2183,0.505,0.527
EPMO,SPIM,2054,2054,0.427,0.339
EPMO,SPIM,1721,1721,0.343,0.305
EPMO,SPIM,2030,2030,0.370,0.304
EPMO,SPIM,1941,1941,0.355,0.349
EPMO,SPIM,2100,2100,0.472,0.323
EPMO,SPIM,2127,2127,0.406,0.353
EPMO,SPIM,2034,2034,0.720,0.576
EPMO,SPIM,2293,2293,0.510,0.321
EPMO,SPIM,2238,2238,0.394,0.318
EPMO,SPIM,2084,2084,0.386,0.383
EPMO,SPIM,1585,1585,0.516,0.335
EPMO,SPIM,1849,1849,0.369,0.314
EPMO,SPIM,1502,1502,0.447,0.340
EPMO,SPIM,1681,1681,0.510,0.390
EPMO,SPIM,2036,2036,0.678,0.395
EPMO,SPIM,2115,2115,0.353,0.320
EPMO,SPIM,1573,1573,0.394,0.334
EPMO,SPIM,2135,2135,0.506,0.307
EPMO,SPIM,2007,2007,0.494,0.365
EPMO,SPIM,2025,2025,0.399,0.290
EPMO,SPIM,2061,2061,0.340,0.308
EPMO,SPIM,1906,1906,0.435,0.400
EPMO,SPIM,1984,1984,0.501,0.328
EPMO,SPIM,1346,1346,0.314,0.299
EPMO,SPIM,2189,2189,0.354,0.353
EPMO,SPIM,2062,2062,0.403,0.301
EPMO,SPIM,1369,1369,0.585,0.378
EPMO,SPIM,2042,2042,0.415,0.292
EPMO,SPIM,2083,2083,0.370,0.293
EPMO,SPIM,2049,2049,0.675,0.318
EPMO,SPIM,2079,2079,0.376,0.315
EPMO,SPIM,1996,1996,0.426,0.396
EPMO,SPIM,2155,2155,0.490,0.352
EPMO,SPIM,2184,2184,0.716,0.443
EPMO,SPIM,1959,1959,0.589,0.343
EPMO,SPIM,1320,1320,0.303,0.282
EPMO,SPIM,1476,1476,0.492,0.414
EPMO,SPIM,1998,1998,0.577,0.418
EPMO,SPIM,2016,2016,0.334,0.320
EPMO,SPIM,2177,2177,0.372,0.358
EPMO,SPIM,2068,2068,0.338,0.344
EPMO,SPIM,2061,2061,0.733,0.618
EPMO,SPIM,1976,1976,0.499,0.304
EPMO,SPIM,1835,1835,0.410,0.312
EPMO,SPIM,1922,1922,0.374,0.318
EPMO,SPIM,1672,1672,0.476,0.320
EPMO,SPIM,2082,2082,0.353,0.365
EPMO,SPIM,2225,2225,0.358,0.319
EPMO,SPIM,2208,2208,0.458,0.550
EPMO,SPIM,1951,1951,0.894,0.494
EPMO,SPIM,2022,2022,0.459,0.316
EPMO,SPIM,1660,1660,0.368,0.351
EPMO,SPIM,1978,1978,0.365,0.315
EPMO,SPIM,2158,2158,0.311,0.283
EPMO,SPIM,1988,1988,0.381,0.469
EPMO,SPIM,1696,1696,0.704,0.419
EPMO,SPIM,2087,2087,0.561,0.356
EPMO,SPIM,1979,1979,0.340,0.309
EPMO,SPIM,2057,2057,0.647,0.494
EPMO,SPIM,1334,1334,0.390,0.293
EPMO,SPIM,1540,1540,0.312,0.298
EPMO,SPIM,2000,2000,0.391,0.377
EPMO,SPIM,2242,2242,0.385,0.474
EPMO,SPIM,1980,1980,0.493,0.341
EPMO,SPIM,2013,2013,0.445,0.334
EPMO,SPIM,1967,1967,0.369,0.320
EPMO,SPIM,1997,1997,0.608,0.492
EPMO,SPIM,1975,1975,0.498,0.336
EPMO,SPIM,1776,1776,0.355,0.314
EPMO,SPIM,2104,2104,0.352,0.298
EPMO,SPIM,2042,2042,0.707,0.519
EPMO,SPIM,2020,2020,0.449,0.323
EPMO,SPIM,2094,2094,0.444,0.334
EPMO,SPIM,2103,2103,0.409,0.458
EPMO,SPIM,1972,1972,0.504,0.411
EPMO,SPIM,1990,1990,0.375,0.315
EPMO,SPIM,1843,1843,0.337,0.290
EPMO,SPIM,2114,2114,0.424,0.488
EPMO,SPIM,1985,1985,0.775,0.688
EPMO,SPIM,2100,2100,0.612,0.354
EPMO,SPIM,2255,2255,0.397,0.457
EPMO,SPIM,1821,1821,0.474,0.538
EPMO,SPIM,2112,2112,0.522,0.561
EPMO,SPIM,2091,2091,0.773,0.415
EPMO,SPIM,1630,1630,0.373,0.309
EPMO,SPIM,1954,1954,0.306,0.349
EPMO,SPIM,2191,2191,0.390,0.317
EPMO,SPIM,1973,1973,0.617,0.529
EPMO,SPIM,2145,2145,0.409,0.334
EPMO,SPIM,2023,2023,0.410,0.327
EPMO,SPIM,2165,2165,0.363,0.343
EPMO,SPIM,1925,1925,0.643,0.594
EPMO,SPIM,2065,2065,0.644,0.528
EPMO,SPIM,1909,1909,0.500,0.330
EPMO,SPIM,2030,2030,0.394,0.303
EPMO,SPIM,2100,2100,0.352,0.288
EPMO,SPIM,1414,1414,0.416,0.329
EPMO,SPIM,2046,2046,0.310,0.296
EPMO,SPIM,2020,2020,0.518,0.370
EPMO,SPIM,1994,1994,0.414,0.297
EPMO,SPIM,1790,1790,0.500,0.311
EPMO,SPIM,2079,2079,0.337,0.295
EPMO,SPIM,1745,1745,0.363,0.348
EPMO,SPIM,2016,2016,0.496,0.539
EPMO,SPIM,2089,2089,0.540,0.354
EPMO,SPIM,2055,2055,0.579,0.349
EPMO,SPIM,2097,2097,0.360,0.316
EPMO,SPIM,1443,1443,0.572,0.310
EPMO,SPIM,1720,1720,0.329,0.352
EPMO,SPIM,2023,2023,0.368,0.297
EPMO,SPIM,1914,1914,0.386,0.300
EPMO,SPIM,2042,2042,0.481,0.321
EPMO,SPIM,2011,2011,0.518,0.549
EPMO,SPIM,2069,2069,0.471,0.290
EPMO,SPIM,1748,1748,0.370,0.322
EPMO,SPIM,1968,1968,0.487,0.335
EPMO,SPIM,2080,2080,0.396,0.460
EPMO,SPIM,2020,2020,0.419,0.427
EPMO,SPIM,1875,1875,0.366,0.336
EPMO,SPIM,1596,1596,0.399,0.335
EPMO,SPIM,1809,1809,0.565,0.390
EPMO,SPIM,2117,2117,0.595,0.334
EPMO,SPIM,1908,1908,0.381,0.288
EPMO,SPIM,1367,1367,0.365,0.300
EPMO,SPIM,2216,2216,0.377,0.325
EPMO,SPIM,1978,1978,0.851,0.668
EPMO,SPIM,1894,1894,0.770,0.529
EPMO,SPIM,2038,2038,0.442,0.328
EPMO,SPIM,2250,2250,0.556,0.413
EPMO,SPIM,1960,1960,0.362,0.321
EPMO,SPIM,1983,1983,0.489,0.550
EPMO,SPIM,1965,1965,0.454,0.325
EPMO,SPIM,1456,1456,0.368,0.356
EPMO,SPIM,2253,2253,0.417,0.342
EPMO,SPIM,1582,1582,0.413,0.316
EPMO,SPIM,2100,2100,0.374,0.338
EPMO,SPIM,1604,1604,0.721,0.341
EPMO,SPIM,1959,1959,0.395,0.330
EPMO,SPIM,2053,2053,0.387,0.358
EPMO,SPIM,1818,1818,0.355,0.306
EPMO,SPIM,2007,2007,0.476,0.388
EPMO,SPIM,1911,1911,0.439,0.373
EPMO,SPIM,2005,2005,0.330,0.303
EPMO,SPIM,2100,2100,0.382,0.352
EPMO,SPIM,1767,1767,0.669,0.511
EPMO,SPIM,2109,2109,0.441,0.361
EPMO,SPIM,2148,2148,0.327,0.290
EPMO,SPIM,2179,2179,0.497,0.364
EPMO,SPIM,2043,2043,0.504,0.357
EPMO,SPIM,1958,1958,0.346,0.415
EPMO,SPIM,1895,1895,0.557,0.337
EPMO,SPIM,1327,1327,0.366,0.380
EPMO,SPIM,2197,2197,0.556,0.363
EPMO,SPIM,2212,2212,0.326,0.326
EPMO,SPIM,1376,1376,0.443,0.380
EPMO,SPIM,1963,1963,0.486,0.471
EPMO,SPIM,1405,1405,0.451,0.309
EPMO,SPIM,2036,2036,0.380,0.369
EPMO,SPIM,2064,2064,0.326,0.293
EPMO,SPIM,2121,2121,0.377,0.315
EPMO,SPIM,1892,1892,0.544,0.331
EPMO,SPIM,1494,1494,0.394,0.383
EPMO,SPIM,2000,2000,0.525,0.443
EPMO,SPIM,1844,1844,0.577,0.343
EPMO,SPIM,1594,1594,0.493,0.539
EPMO,SPIM,1911,1911,0.390,0.342
EPMO,SPIM,1989,1989,0.390,0.314
EPMO,SPIM,1327,1327,0.501,0.495
EPMO,SPIM,1440,1440,0.664,0.552
EPMO,SPIM,1751,1751,0.728,0.311
EPMO,SPIM,1635,1635,0.413,0.340
EPMO,SPIM,1641,1641,0.484,0.309
EPMO,SPIM,1492,1492,0.474,0.380
EPMO,SPIM,2137,2137,0.452,0.343
EPMO,SPIM,1801,1801,0.345,0.311
EPMO,SPIM,1980,1980,0.331,0.419
EPMO,SPIM,1738,1738,0.524,0.484
EPMO,SPIM,1928,1928,0.429,0.402
EPMO,SPIM,2031,2031,0.433,0.301
EPMO,SPIM,1994,1994,0.519,0.343
EPMO,SPIM,1967,1967,0.397,0.328
EPMO,SPIM,2013,2013,0.438,0.423
EPMO,SPIM,2078,2078,0.475,0.358
EPMO,SPIM,1933,1933,0.383,0.317
EPMO,SPIM,2046,2046,0.373,0.322
EPMO,SPIM,1416,1416,0.371,0.355
EPMO,SPIM,1803,1803,0.343,0.467
EPMO,SPIM,2056,2056,0.593,0.311
EPMO,SPIM,2205,2205,0.640,0.431
EPMO,SPIM,1971,1971,0.357,0.351
EPMO,SPIM,1710,1710,0.414,0.461
EPMO,SPIM,2006,2006,0.496,0.312
EPMO,SPIM,1386,1386,0.317,0.312
EPMO,SPIM,2015,2015,0.347,0.307
EPMO,SPIM,2271,2271,0.376,0.378
EPMO,SPIM,1410,1410,0.677,0.532
EPMO,SPIM,2017,2017,0.558,0.339
EPMO,SPIM,1701,1701,0.369,0.318
EPMO,SPIM,2029,2029,0.362,0.324
EPMO,SPIM,2123,2123,0.376,0.379
EPMO,SPIM,2096,2096,0.431,0.354
EPMO,SPIM,1802,1802,0.334,0.297
EPMO,SPIM,2127,2127,0.349,0.325
EPMO,SPIM,1963,1963,0.423,0.495
EPMO,SPIM,2037,2037,0.439,0.316
EPMO,SPIM,2109,2109,0.342,0.301
EPMO,SPIM,1851,1851,0.395,0.360
EPMO,SPIM,1650,1650,0.739,0.533
EPMO,SPIM,2084,2084,0.485,0.328
EPMO,SPIM,2100,2100,0.307,0.284
EPMO,SPIM,1987,1987,0.371,0.290
EPMO,SPIM,2114,2114,0.620,0.400
EPMO,SPIM,1451,1451,0.369,0.361
EPMO,SPIM,2000,2000,0.502,0.395
EPMO,SPIM,1864,1864,0.518,0.541
EPMO,SPIM,2009,2009,0.496,0.312
EPMO,SPIM,2048,2048,0.296,0.271
EPMO,SPIM,2031,2031,0.325,0.294
EPMO,SPIM,2046,2046,0.372,0.446
EPMO,SPIM,1754,1754,0.424,0.312
EPMO,SPIM,2209,2209,0.412,0.317
EPMO,SPIM,2121,2121,0.440,0.359
EPMO,SPIM,1865,1865,0.521,0.469
EPMO,SPIM,1999,1999,0.389,0.357
EPMO,SPIM,1837,1837,0.375,0.315
EPMO,SPIM,1713,1713,0.330,0.326
EPMO,SPIM,1576,1576,0.384,0.356
EPMO,SPIM,1355,1355,0.382,0.330
EPMO,SPIM,1832,1832,0.338,0.306
EPMO,SPIM,2129,2129,0.347,0.309
EPMO,SPIM,1934,1934,0.344,0.365
EPMO,SPIM,1989,1989,0.686,0.575
EPMO,SPIM,2138,2138,0.500,0.381
EPMO,SPIM,1996,1996,0.337,0.296
EPMO,SPIM,1462,1462,0.468,0.369
EPMO,SPIM,2052,2052,0.578,0.333
EPMO,SPIM,1713,1713,0.389,0.324
EPMO,SPIM,2006,2006,0.441,0.326
EPMO,SPIM,2109,2109,0.582,0.413
EPMO,SPIM,1994,1994,0.618,0.492
EPMO,SPIM,1485,1485,0.369,0.322
EPMO,SPIM,2125,2125,0.378,0.337
EPMO,SPIM,2078,2078,0.458,0.341
EPMO,SPIM,1935,1935,0.535,0.415
EPMO,SPIM,1758,1758,0.414,0.397
EPMO,SPIM,1984,1984,0.395,0.391
EPMO,SPIM,2055,2055,0.418,0.536
EPMO,SPIM,1545,1545,0.390,0.322
EPMO,SPIM,2133,2133,0.380,0.315
EPMO,SPIM,1880,1880,0.473,0.322
EPMO,SPIM,2137,2137,0.644,0.509
EPMO,SPIM,1995,1995,0.582,0.380
EPMO,SPIM,1348,1348,0.391,0.342
EPMO,SPIM,1871,1871,0.384,0.310
EPMO,SPIM,2061,2061,0.585,0.389
EPMO,SPIM,2004,2004,0.811,0.545
EPMO,SPIM,2079,2079,0.758,0.389
EPMO,SPIM,1997,1997,0.880,0.686
EPMO,SPIM,2035,2035,0.931,0.580
EPMO,SPIM,1983,1983,0.570,0.428
EPMO,SPIM,2084,2084,0.569,0.523
EPMO,SPIM,1459,1459,0.364,0.305
EPMO,SPIM,1487,1487,0.329,0.303
EPMO,SPIM,1419,1419,0.500,0.358
EPMO,SPIM,2123,2123,0.706,0.515
EPMO,SPIM,1613,1613,0.499,0.327
EPMO,SPIM,1491,1491,0.353,0.337
EPMO,SPIM,2098,2098,0.376,0.287
EPMO,SPIM,1908,1908,0.392,0.331
EPMO,SPIM,1968,1968,0.423,0.309
EPMO,SPIM,2054,2054,0.359,0.331
EPMO,SPIM,1997,1997,0.421,0.450
EPMO,SPIM,1812,1812,0.409,0.506
EPMO,SPIM,2085,2085,0.463,0.329
EPMO,SPIM,1989,1989,0.382,0.366
EPMO,SPIM,1809,1809,0.468,0.516
EPMO,SPIM,2014,2014,0.639,0.568
EPMO,SPIM,2069,2069,0.507,0.343
EPMO,SPIM,1964,1964,0.494,0.464
EPMO,SPIM,1770,1770,0.418,0.343
EPMO,SPIM,2064,2064,0.385,0.322
