Origin,Destination,N_flights,Flight_time,Wait_time,Total_time,Exec_time
LDZA,ESKN,2,1163,417,1580,0.838
LDZA,ESKN,1,608,660,1268,0.530
LDZA,ESKN,2,1091,436,1527,0.818
LDZA,ESKN,2,1147,17,1164,0.847
LDZA,ESKN,2,1153,131,1284,0.789
LDZA,ESKN,2,1151,283,1434,0.566
LDZA,ESKN,2,1155,329,1484,0.826
LDZA,ESKN,1,608,428,1036,0.463
LDZA,ESKN,1,608,688,1296,0.540
LDZA,ESKN,2,1267,131,1398,0.547
LDZA,ESKN,2,1157,304,1461,0.639
LDZA,ESKN,2,1158,172,1330,0.410
LDZA,ESKN,2,1157,16,1173,0.513
LDZA,ESKN,2,1151,240,1391,0.553
LDZA,ESKN,1,604,394,998,0.425
LDZA,ESKN,2,1158,315,1473,0.564
LDZA,ESKN,2,1150,120,1270,0.630
LDZA,ESKN,1,604,63,667,0.618
LDZA,ESKN,2,1154,70,1224,0.847
LDZA,ESKN,2,1144,283,1427,0.872
LDZA,ESKN,1,604,103,707,0.792
LDZA,ESKN,1,604,482,1086,0.875
LDZA,ESKN,2,1154,235,1389,0.703
LDZA,ESKN,1,604,563,1167,0.489
LDZA,ESKN,1,604,567,1171,0.781
LDZA,ESKN,1,608,761,1369,0.463
LDZA,ESKN,2,1163,415,1578,0.596
LDZA,ESKN,1,608,340,948,0.440
LDZA,ESKN,1,604,531,1135,0.450
LDZA,ESKN,1,604,167,771,0.591
LDZA,ESKN,2,1092,284,1376,0.459
LDZA,ESKN,2,1157,144,1301,0.692
LDZA,ESKN,2,1092,151,1243,0.766
LDZA,ESKN,2,1157,133,1290,0.528
LDZA,ESKN,1,608,115,723,0.534
LDZA,ESKN,1,608,178,786,0.618
LDZA,ESKN,2,1150,43,1193,0.466
LDZA,ESKN,2,1157,69,1226,0.529
LDZA,ESKN,2,1150,176,1326,0.847
LDZA,ESKN,2,1163,327,1490,0.872
LDZA,ESKN,1,608,691,1299,0.477
LDZA,ESKN,1,604,145,749,0.472
LDZA,ESKN,2,1151,115,1266,0.454
LDZA,ESKN,2,1155,448,1603,0.891
LDZA,ESKN,2,1155,315,1470,0.520
LDZA,ESKN,1,608,423,1031,0.685
LDZA,ESKN,2,1150,179,1329,0.793
LDZA,ESKN,1,608,67,675,0.775
LDZA,ESKN,2,1154,130,1284,0.467
LDZA,ESKN,2,1154,53,1207,0.460
LDZA,ESKN,1,604,288,892,0.860
LDZA,ESKN,2,1153,151,1304,0.709
LDZA,ESKN,1,608,718,1326,0.497
LDZA,ESKN,1,608,283,891,0.466
LDZA,ESKN,1,608,526,1134,0.586
LDZA,ESKN,1,608,579,1187,0.549
LDZA,ESKN,1,604,365,969,0.807
LDZA,ESKN,1,604,98,702,0.544
LDZA,ESKN,2,1144,74,1218,0.804
LDZA,ESKN,2,1092,160,1252,0.509
LDZA,ESKN,2,1092,117,1209,0.813
LDZA,ESKN,2,1163,285,1448,0.737
LDZA,ESKN,1,604,328,932,0.866
LDZA,ESKN,2,1144,301,1445,0.828
LDZA,ESKN,1,604,662,1266,0.507
LDZA,ESKN,1,604,289,893,0.812
LDZA,ESKN,2,1166,200,1366,0.947
LDZA,ESKN,1,608,62,670,0.769
LDZA,ESKN,2,1160,379,1539,0.922
LDZA,ESKN,2,1150,108,1258,0.871
LDZA,ESKN,1,608,582,1190,0.637
LDZA,ESKN,2,1163,380,1543,0.879
LDZA,ESKN,2,1267,140,1407,0.777
LDZA,ESKN,2,1166,261,1427,0.822
LDZA,ESKN,1,608,253,861,0.928
LDZA,ESKN,2,1144,249,1393,0.844
LDZA,ESKN,1,608,331,939,0.842
LDZA,ESKN,1,604,13,617,0.816
LDZA,ESKN,1,608,0,608,0.899
LDZA,ESKN,1,608,758,1366,0.757
LDZA,ESKN,2,1163,360,1523,0.792
LDZA,ESKN,2,1161,209,1370,0.758
LDZA,ESKN,1,608,608,1216,0.703
LDZA,ESKN,2,1147,434,1581,0.904
LDZA,ESKN,2,1097,265,1362,0.818
LDZA,ESKN,2,1144,151,1295,0.827
LDZA,ESKN,2,1154,82,1236,0.838
LDZA,ESKN,2,1092,291,1383,0.575
LDZA,ESKN,1,604,252,856,0.754
LDZA,ESKN,1,608,173,781,0.859
LDZA,ESKN,2,1150,196,1346,0.822
LDZA,ESKN,2,1092,283,1375,0.879
LDZA,ESKN,2,1097,317,1414,0.843
LDZA,ESKN,2,1151,389,1540,0.825
LDZA,ESKN,2,1147,103,1250,0.843
LDZA,ESKN,2,1144,47,1191,1.299
LDZA,ESKN,2,1158,145,1303,0.967
LDZA,ESKN,2,1158,189,1347,0.845
LDZA,ESKN,2,1144,231,1375,0.919
LDZA,ESKN,2,1155,208,1363,0.953
LDZA,ESKN,2,1166,274,1440,0.867
LDZA,ESKN,1,604,685,1289,0.818
LDZA,ESKN,2,1154,5,1159,0.874
LDZA,ESKN,2,1154,214,1368,0.592
LDZA,ESKN,1,608,158,766,0.891
LDZA,ESKN,2,1150,183,1333,0.830
LDZA,ESKN,2,1157,330,1487,0.879
LDZA,ESKN,2,1157,241,1398,0.886
LDZA,ESKN,2,1092,98,1190,0.839
LDZA,ESKN,1,608,714,1322,0.882
LDZA,ESKN,2,1154,89,1243,0.882
LDZA,ESKN,1,608,314,922,0.828
LDZA,ESKN,2,1154,77,1231,0.805
LDZA,ESKN,2,1153,136,1289,0.875
LDZA,ESKN,1,608,554,1162,0.738
LDZA,ESKN,2,1092,322,1414,0.849
LDZA,ESKN,1,608,66,674,0.791
LDZA,ESKN,2,1091,408,1499,0.888
LDZA,ESKN,2,1163,342,1505,0.809
LDZA,ESKN,2,1153,286,1439,0.772
LDZA,ESKN,2,1150,230,1380,0.463
LDZA,ESKN,1,604,659,1263,0.609
LDZA,ESKN,1,608,75,683,0.864
LDZA,ESKN,2,1092,252,1344,0.635
LDZA,ESKN,2,1158,282,1440,0.462
LDZA,ESKN,1,604,534,1138,0.442
LDZA,ESKN,2,1155,400,1555,0.440
LDZA,ESKN,2,1144,109,1253,0.963
LDZA,ESKN,1,604,492,1096,0.524
LDZA,ESKN,2,1155,267,1422,0.737
LDZA,ESKN,2,1153,344,1497,0.795
LDZA,ESKN,1,608,592,1200,0.978
LDZA,ESKN,2,1155,210,1365,0.646
LDZA,ESKN,1,608,414,1022,0.516
LDZA,ESKN,2,1151,208,1359,0.602
LDZA,ESKN,2,1144,161,1305,0.401
LDZA,ESKN,1,608,426,1034,0.467
LDZA,ESKN,1,608,285,893,0.486
LDZA,ESKN,1,608,653,1261,0.796
LDZA,ESKN,1,604,712,1316,0.469
LDZA,ESKN,2,1166,152,1318,0.442
LDZA,ESKN,2,1150,92,1242,0.520
LDZA,ESKN,2,1092,292,1384,0.461
LDZA,ESKN,2,1154,74,1228,0.565
LDZA,ESKN,2,1150,261,1411,0.662
LDZA,ESKN,2,1267,149,1416,0.728
LDZA,ESKN,1,608,576,1184,0.501
LDZA,ESKN,2,1150,61,1211,0.837
LDZA,ESKN,2,1267,101,1368,0.462
LDZA,ESKN,1,604,511,1115,0.479
LDZA,ESKN,2,1147,66,1213,0.680
LDZA,ESKN,2,1092,319,1411,0.435
LDZA,ESKN,2,1092,120,1212,0.582
LDZA,ESKN,2,1157,61,1218,0.520
LDZA,ESKN,2,1147,31,1178,0.554
LDZA,ESKN,2,1151,136,1287,0.422
LDZA,ESKN,2,1147,351,1498,0.448
LDZA,ESKN,2,1092,306,1398,0.453
LDZA,ESKN,2,1147,19,1166,0.421
LDZA,ESKN,2,1157,354,1511,0.718
LDZA,ESKN,2,1092,236,1328,0.456
LDZA,ESKN,1,604,191,795,0.567
LDZA,ESKN,1,608,299,907,0.834
LDZA,ESKN,1,604,618,1222,0.476
LDZA,ESKN,2,1153,182,1335,0.454
LDZA,ESKN,2,1092,326,1418,0.482
LDZA,ESKN,2,1151,251,1402,0.827
LDZA,ESKN,2,1158,260,1418,0.454
LDZA,ESKN,1,608,513,1121,0.553
LDZA,ESKN,2,1097,248,1345,0.495
LDZA,ESKN,1,604,611,1215,0.433
LDZA,ESKN,2,1144,112,1256,0.718
LDZA,ESKN,2,1151,234,1385,0.464
LDZA,ESKN,1,604,598,1202,0.593
LDZA,ESKN,1,608,198,806,0.649
LDZA,ESKN,1,608,357,965,0.611
LDZA,ESKN,2,1157,342,1499,0.544
LDZA,ESKN,1,604,631,1235,0.420
LDZA,ESKN,2,1267,131,1398,0.451
LDZA,ESKN,2,1092,345,1437,0.448
LDZA,ESKN,1,608,331,939,0.722
LDZA,ESKN,2,1166,147,1313,0.460
LDZA,ESKN,2,1151,217,1368,0.459
LDZA,ESKN,2,1150,149,1299,0.561
LDZA,ESKN,2,1157,283,1440,0.478
LDZA,ESKN,2,1150,111,1261,0.476
LDZA,ESKN,2,1150,241,1391,0.481
LDZA,ESKN,1,604,336,940,0.435
LDZA,ESKN,2,1151,254,1405,0.612
LDZA,ESKN,2,1150,215,1365,0.701
LDZA,ESKN,1,604,788,1392,0.445
LDZA,ESKN,2,1147,304,1451,0.360
LDZA,ESKN,2,1157,414,1571,0.449
LDZA,ESKN,1,604,500,1104,0.443
LDZA,ESKN,2,1163,364,1527,0.534
LDZA,ESKN,1,604,680,1284,0.593
LDZA,ESKN,1,608,617,1225,0.401
LDZA,ESKN,2,1267,64,1331,0.528
LDZA,ESKN,2,1144,212,1356,0.472
LDZA,ESKN,2,1163,379,1542,0.624
LDZA,ESKN,2,1161,181,1342,0.468
LDZA,ESKN,2,1151,363,1514,0.488
LDZA,ESKN,1,608,606,1214,0.473
LDZA,ESKN,2,1144,165,1309,0.763
LDZA,ESKN,2,1154,120,1274,0.439
LDZA,ESKN,1,608,391,999,0.511
LDZA,ESKN,1,608,311,919,0.485
LDZA,ESKN,2,1155,128,1283,0.531
LDZA,ESKN,2,1144,256,1400,0.531
LDZA,ESKN,1,608,279,887,0.556
LDZA,ESKN,2,1144,171,1315,0.387
LDZA,ESKN,2,1144,128,1272,0.440
LDZA,ESKN,1,608,675,1283,0.440
LDZA,ESKN,2,1154,125,1279,0.686
LDZA,ESKN,1,608,254,862,0.600
LDZA,ESKN,2,1160,276,1436,0.441
LDZA,ESKN,2,1147,120,1267,0.518
LDZA,ESKN,2,1267,48,1315,0.886
LDZA,ESKN,2,1155,355,1510,0.566
LDZA,ESKN,2,1147,194,1341,0.734
LDZA,ESKN,1,608,308,916,0.466
LDZA,ESKN,2,1161,221,1382,0.438
LDZA,ESKN,2,1147,61,1208,0.697
LDZA,ESKN,2,1147,117,1264,0.473
LDZA,ESKN,2,1158,119,1277,0.577
LDZA,ESKN,2,1144,176,1320,0.822
LDZA,ESKN,2,1166,282,1448,0.491
LDZA,ESKN,2,1151,233,1384,0.438
LDZA,ESKN,2,1144,157,1301,0.569
LDZA,ESKN,1,608,279,887,0.774
LDZA,ESKN,1,608,527,1135,0.580
LDZA,ESKN,1,604,79,683,1.065
LDZA,ESKN,2,1092,108,1200,0.452
LDZA,ESKN,2,1157,186,1343,0.856
LDZA,ESKN,2,1163,426,1589,0.802
LDZA,ESKN,1,604,163,767,0.511
LDZA,ESKN,1,604,540,1144,0.728
LDZA,ESKN,2,1158,133,1291,0.568
LDZA,ESKN,1,604,497,1101,0.447
LDZA,ESKN,1,608,698,1306,0.870
LDZA,ESKN,1,604,258,862,0.460
LDZA,ESKN,2,1144,41,1185,0.789
LDZA,ESKN,2,1155,188,1343,0.755
LDZA,ESKN,1,608,594,1202,0.774
LDZA,ESKN,2,1144,149,1293,0.451
LDZA,ESKN,2,1150,96,1246,0.470
LDZA,ESKN,2,1151,175,1326,0.788
LDZA,ESKN,1,608,128,736,0.799
LDZA,ESKN,2,1161,200,1361,0.797
LDZA,ESKN,2,1151,282,1433,0.662
LDZA,ESKN,1,608,411,1019,0.496
LDZA,ESKN,1,604,447,1051,0.584
LDZA,ESKN,1,604,394,998,0.523
LDZA,ESKN,1,604,77,681,0.690
LDZA,ESKN,1,604,237,841,0.443
LDZA,ESKN,2,1158,308,1466,0.481
LDZA,ESKN,1,604,38,642,0.487
LDZA,ESKN,2,1151,240,1391,0.476
LDZA,ESKN,2,1158,141,1299,0.618
LDZA,ESKN,2,1151,147,1298,0.516
LDZA,ESKN,2,1092,286,1378,0.735
LDZA,ESKN,1,608,74,682,0.779
LDZA,ESKN,2,1158,157,1315,0.769
LDZA,ESKN,2,1144,80,1224,0.495
LDZA,ESKN,1,608,387,995,0.451
LDZA,ESKN,1,608,498,1106,0.532
LDZA,ESKN,2,1092,302,1394,0.714
LDZA,ESKN,1,608,368,976,0.464
LDZA,ESKN,2,1092,90,1182,0.669
LDZA,ESKN,1,608,616,1224,0.848
LDZA,ESKN,2,1157,319,1476,0.442
LDZA,ESKN,2,1157,388,1545,0.840
LDZA,ESKN,1,608,696,1304,0.462
LDZA,ESKN,1,604,166,770,0.714
LDZA,ESKN,1,604,110,714,0.705
LDZA,ESKN,2,1151,248,1399,1.003
LDZA,ESKN,2,1144,113,1257,0.446
LDZA,ESKN,2,1092,139,1231,0.445
LDZA,ESKN,1,608,416,1024,0.524
LDZA,ESKN,2,1144,223,1367,0.519
LDZA,ESKN,2,1144,81,1225,0.492
LDZA,ESKN,1,608,420,1028,0.788
LDZA,ESKN,2,1091,442,1533,0.804
LDZA,ESKN,2,1155,339,1494,0.443
LDZA,ESKN,2,1158,268,1426,0.425
LDZA,ESKN,2,1144,40,1184,0.562
LDZA,ESKN,2,1150,86,1236,0.707
LDZA,ESKN,2,1155,265,1420,0.629
LDZA,ESKN,1,604,568,1172,0.453
LDZA,ESKN,2,1091,378,1469,0.694
LDZA,ESKN,2,1150,77,1227,0.515
LDZA,ESKN,1,604,349,953,0.443
LDZA,ESKN,2,1151,231,1382,0.479
LDZA,ESKN,2,1154,119,1273,0.592
LDZA,ESKN,1,608,99,707,0.462
LDZA,ESKN,2,1092,448,1540,0.524
LDZA,ESKN,2,1163,377,1540,0.452
LDZA,ESKN,2,1092,332,1424,0.702
LDZA,ESKN,1,608,367,975,0.720
LDZA,ESKN,2,1157,48,1205,0.433
LDZA,ESKN,2,1267,150,1417,0.622
LDZA,ESKN,2,1093,372,1465,0.581
LDZA,ESKN,1,604,732,1336,0.638
LDZA,ESKN,1,608,54,662,0.737
LDZA,ESKN,1,608,678,1286,0.724
LDZA,ESKN,2,1158,151,1309,0.450
LDZA,ESKN,2,1092,396,1488,0.465
LDZA,ESKN,2,1151,272,1423,0.506
LDZA,ESKN,1,604,412,1016,0.739
LDZA,ESKN,2,1144,184,1328,0.906
LDZA,ESKN,1,604,296,900,0.418
LDZA,ESKN,1,608,429,1037,0.807
LDZA,ESKN,2,1267,201,1468,0.715
LDZA,ESKN,2,1166,268,1434,0.453
LDZA,ESKN,1,604,301,905,0.442
LDZA,ESKN,1,608,347,955,0.489
LDZA,ESKN,2,1092,368,1460,0.648
LDZA,ESKN,1,604,698,1302,0.855
LDZA,ESKN,1,608,32,640,0.448
LDZA,ESKN,1,604,423,1027,0.422
LDZA,ESKN,1,608,573,1181,0.784
LDZA,ESKN,1,608,364,972,0.577
LDZA,ESKN,2,1154,9,1163,0.424
LDZA,ESKN,1,608,491,1099,0.744
LDZA,ESKN,2,1144,269,1413,0.731
LDZA,ESKN,1,604,535,1139,0.650
LDZA,ESKN,1,608,707,1315,0.434
LDZA,ESKN,2,1155,217,1372,0.704
LDZA,ESKN,2,1158,145,1303,0.701
LDZA,ESKN,1,604,341,945,0.585
LDZA,ESKN,2,1154,210,1364,0.427
LDZA,ESKN,2,1155,284,1439,0.451
LDZA,ESKN,2,1147,163,1310,0.858
LDZA,ESKN,2,1157,190,1347,0.712
LDZA,ESKN,2,1154,145,1299,0.440
LDZA,ESKN,1,604,674,1278,0.476
LDZA,ESKN,2,1150,128,1278,0.829
LDZA,ESKN,2,1144,150,1294,0.515
LDZA,ESKN,2,1155,356,1511,0.391
LDZA,ESKN,2,1150,91,1241,0.424
LDZA,ESKN,2,1151,220,1371,0.516
LDZA,ESKN,2,1163,352,1515,0.552
LDZA,ESKN,1,608,147,755,0.443
LDZA,ESKN,2,1155,277,1432,0.447
LDZA,ESKN,2,1150,356,1506,0.552
LDZA,ESKN,2,1163,361,1524,0.522
LDZA,ESKN,2,1154,158,1312,0.527
LDZA,ESKN,2,1092,301,1393,0.537
LDZA,ESKN,1,608,63,671,0.443
LDZA,ESKN,1,604,79,683,0.459
LDZA,ESKN,1,608,223,831,0.471
LDZA,ESKN,2,1161,170,1331,0.450
LDZA,ESKN,2,1155,188,1343,0.525
LDZA,ESKN,2,1166,148,1314,0.588
LDZA,ESKN,1,608,362,970,0.458
LDZA,ESKN,2,1092,203,1295,0.396
LDZA,ESKN,1,608,229,837,0.514
LDZA,ESKN,2,1158,174,1332,0.532
LDZA,ESKN,2,1166,223,1389,0.530
LDZA,ESKN,2,1150,108,1258,0.432
LDZA,ESKN,2,1144,105,1249,0.618
LDZA,ESKN,1,604,148,752,0.460
LDZA,ESKN,2,1147,29,1176,0.452
LDZA,ESKN,2,1158,232,1390,0.567
LDZA,ESKN,2,1161,289,1450,0.534
LDZA,ESKN,2,1267,111,1378,0.525
LDZA,ESKN,2,1147,387,1534,0.580
LDZA,ESKN,2,1157,218,1375,0.332
LDZA,ESKN,2,1157,253,1410,0.826
LDZA,ESKN,2,1092,327,1419,0.463
LDZA,ESKN,2,1092,223,1315,0.426
LDZA,ESKN,2,1144,229,1373,0.465
LDZA,ESKN,2,1150,200,1350,0.454
LDZA,ESKN,1,608,147,755,0.726
LDZA,ESKN,2,1159,373,1532,0.454
LDZA,ESKN,2,1158,198,1356,0.470
LDZA,ESKN,2,1157,276,1433,0.750
LDZA,ESKN,1,608,226,834,0.686
LDZA,ESKN,1,604,378,982,0.427
LDZA,ESKN,2,1147,288,1435,0.709
LDZA,ESKN,1,604,457,1061,0.527
LDZA,ESKN,1,608,202,810,0.599
LDZA,ESKN,1,604,527,1131,0.449
LDZA,ESKN,1,608,731,1339,0.463
LDZA,ESKN,2,1158,157,1315,0.377
LDZA,ESKN,2,1151,278,1429,0.488
LDZA,ESKN,1,604,112,716,0.468
LDZA,ESKN,1,608,448,1056,0.804
LDZA,ESKN,2,1155,260,1415,0.499
LDZA,ESKN,2,1097,266,1363,0.473
LDZA,ESKN,2,1144,200,1344,0.712
LDZA,ESKN,1,608,99,707,0.548
LDZA,ESKN,2,1151,244,1395,0.506
LDZA,ESKN,2,1144,102,1246,0.582
LDZA,ESKN,2,1158,256,1414,0.445
LDZA,ESKN,2,1163,278,1441,0.461
LDZA,ESKN,1,608,63,671,0.823
LDZA,ESKN,2,1091,318,1409,0.782
LDZA,ESKN,1,608,623,1231,0.452
LDZA,ESKN,2,1147,370,1517,0.448
LDZA,ESKN,2,1144,47,1191,0.778
LDZA,ESKN,2,1150,442,1592,0.553
LDZA,ESKN,1,604,236,840,0.470
LDZA,ESKN,2,1154,82,1236,0.505
LDZA,ESKN,1,608,32,640,0.818
LDZA,ESKN,2,1150,126,1276,0.445
LDZA,ESKN,1,608,687,1295,0.818
LDZA,ESKN,1,608,731,1339,0.715
LDZA,ESKN,2,1092,206,1298,0.700
LDZA,ESKN,1,608,657,1265,0.760
