Origin,Destination,Total_time1,Total_time2,Exec_time1,Exec_time2
LBSF,EDDI,1325,1325,0.311,0.291
LBSF,EDDI,1171,1171,0.350,0.293
LBSF,EDDI,1416,1416,0.483,0.306
LBSF,EDDI,1235,1235,0.517,0.422
LBSF,EDDI,1424,1424,0.537,0.457
LBSF,EDDI,1021,1021,0.352,0.304
LBSF,EDDI,983,983,0.273,0.255
LBSF,EDDI,858,858,0.402,0.443
LBSF,EDDI,773,773,0.329,0.263
LBSF,EDDI,1002,1002,0.305,0.274
LBSF,EDDI,1048,1048,0.397,0.383
LBSF,EDDI,1115,1115,0.332,0.287
LBSF,EDDI,653,653,0.513,0.468
LBSF,EDDI,749,749,0.328,0.348
LBSF,EDDI,1448,1448,0.279,0.267
LBSF,EDDI,1311,1311,0.309,0.313
LBSF,EDDI,1020,1020,0.290,0.259
LBSF,EDDI,1413,1413,0.268,0.255
LBSF,EDDI,936,936,0.507,0.568
LBSF,EDDI,995,995,0.381,0.304
LBSF,EDDI,1395,1395,0.342,0.316
LBSF,EDDI,1356,1356,0.287,0.263
LBSF,EDDI,733,733,0.302,0.357
LBSF,EDDI,871,871,0.634,0.409
LBSF,EDDI,869,869,0.270,0.255
LBSF,EDDI,1143,1143,0.311,0.292
LBSF,EDDI,907,907,0.322,0.414
LBSF,EDDI,1383,1383,0.520,0.386
LBSF,EDDI,1051,1051,0.548,0.543
LBSF,EDDI,1002,1002,0.690,0.462
LBSF,EDDI,1183,1183,0.363,0.292
LBSF,EDDI,1286,1286,0.315,0.448
LBSF,EDDI,786,786,0.718,0.663
LBSF,EDDI,1345,1345,0.689,0.460
LBSF,EDDI,1274,1274,0.585,0.512
LBSF,EDDI,1253,1253,0.780,0.601
LBSF,EDDI,1331,1331,0.738,0.559
LBSF,EDDI,1332,1332,0.390,0.286
LBSF,EDDI,1238,1238,0.305,0.289
LBSF,EDDI,1344,1344,0.360,0.311
LBSF,EDDI,1321,1321,0.346,0.281
LBSF,EDDI,1240,1240,0.293,0.292
LBSF,EDDI,1236,1236,0.314,0.287
LBSF,EDDI,1005,1005,0.300,0.340
LBSF,EDDI,1240,1240,0.282,0.266
LBSF,EDDI,1287,1287,0.504,0.462
LBSF,EDDI,1361,1361,0.589,0.549
LBSF,EDDI,1377,1377,0.535,0.341
LBSF,EDDI,1352,1352,0.299,0.279
LBSF,EDDI,1162,1162,0.308,0.353
LBSF,EDDI,1005,1005,0.562,0.427
LBSF,EDDI,1270,1270,0.442,0.347
LBSF,EDDI,778,778,0.297,0.274
LBSF,EDDI,1265,1265,0.414,0.312
LBSF,EDDI,1394,1394,0.370,0.357
LBSF,EDDI,1197,1197,0.402,0.291
LBSF,EDDI,1437,1437,0.304,0.271
LBSF,EDDI,989,989,0.319,0.301
LBSF,EDDI,1340,1340,0.344,0.355
LBSF,EDDI,808,808,0.367,0.312
LBSF,EDDI,1311,1311,0.524,0.440
LBSF,EDDI,1224,1224,0.342,0.352
LBSF,EDDI,1344,1344,0.314,0.375
LBSF,EDDI,1260,1260,0.273,0.258
LBSF,EDDI,1224,1224,0.363,0.438
LBSF,EDDI,775,775,0.302,0.262
LBSF,EDDI,1351,1351,0.308,0.273
LBSF,EDDI,1267,1267,0.307,0.356
LBSF,EDDI,1440,1440,0.413,0.308
LBSF,EDDI,1167,1167,0.314,0.355
LBSF,EDDI,770,770,0.353,0.266
LBSF,EDDI,1361,1361,0.314,0.433
LBSF,EDDI,1105,1105,0.293,0.299
LBSF,EDDI,694,694,0.306,0.269
LBSF,EDDI,1353,1353,0.381,0.375
LBSF,EDDI,1406,1406,0.475,0.480
LBSF,EDDI,981,981,0.403,0.336
LBSF,EDDI,1263,1263,0.296,0.288
LBSF,EDDI,1296,1296,0.282,0.284
LBSF,EDDI,1281,1281,0.348,0.385
LBSF,EDDI,1383,1383,0.579,0.453
LBSF,EDDI,1068,1068,0.457,0.353
LBSF,EDDI,626,626,0.302,0.347
LBSF,EDDI,1294,1294,0.299,0.282
LBSF,EDDI,898,898,0.346,0.512
LBSF,EDDI,1288,1288,0.327,0.288
LBSF,EDDI,1399,1399,0.274,0.341
LBSF,EDDI,1465,1465,0.406,0.303
LBSF,EDDI,769,769,0.339,0.350
LBSF,EDDI,1301,1301,0.337,0.300
LBSF,EDDI,1331,1331,0.623,0.484
LBSF,EDDI,1347,1347,0.473,0.436
LBSF,EDDI,1362,1362,0.575,0.295
LBSF,EDDI,1502,1502,0.303,0.335
LBSF,EDDI,1299,1299,0.329,0.359
LBSF,EDDI,798,798,0.413,0.323
LBSF,EDDI,1328,1328,0.285,0.277
LBSF,EDDI,998,998,0.283,0.265
LBSF,EDDI,1454,1454,0.335,0.304
LBSF,EDDI,998,998,0.472,0.471
LBSF,EDDI,666,666,0.438,0.333
LBSF,EDDI,850,850,0.350,0.358
LBSF,EDDI,1509,1509,0.280,0.264
LBSF,EDDI,1329,1329,0.385,0.272
LBSF,EDDI,1315,1315,0.407,0.271
LBSF,EDDI,661,661,0.369,0.473
LBSF,EDDI,980,980,0.441,0.308
LBSF,EDDI,1253,1253,0.300,0.288
LBSF,EDDI,1152,1152,0.296,0.284
LBSF,EDDI,1448,1448,0.331,0.271
LBSF,EDDI,1145,1145,0.384,0.346
LBSF,EDDI,796,796,0.337,0.304
LBSF,EDDI,1325,1325,0.295,0.271
LBSF,EDDI,1196,1196,0.285,0.274
LBSF,EDDI,1041,1041,0.333,0.359
LBSF,EDDI,773,773,0.358,0.517
LBSF,EDDI,1097,1097,0.312,0.272
LBSF,EDDI,1305,1305,0.410,0.305
LBSF,EDDI,1392,1392,0.351,0.289
LBSF,EDDI,1361,1361,0.322,0.295
LBSF,EDDI,1412,1412,0.533,0.403
LBSF,EDDI,1307,1307,0.328,0.278
LBSF,EDDI,1330,1330,0.280,0.268
LBSF,EDDI,652,652,0.288,0.273
LBSF,EDDI,969,969,0.356,0.303
LBSF,EDDI,1405,1405,0.291,0.265
LBSF,EDDI,867,867,0.556,0.334
LBSF,EDDI,1325,1325,0.302,0.268
LBSF,EDDI,1397,1397,0.339,0.306
LBSF,EDDI,1329,1329,0.274,0.261
LBSF,EDDI,1475,1475,0.311,0.303
LBSF,EDDI,1482,1482,0.339,0.426
LBSF,EDDI,1244,1244,0.375,0.312
LBSF,EDDI,1208,1208,0.317,0.304
LBSF,EDDI,1229,1229,0.303,0.284
LBSF,EDDI,1396,1396,0.486,0.364
LBSF,EDDI,1374,1374,0.313,0.271
LBSF,EDDI,1286,1286,0.402,0.468
LBSF,EDDI,1320,1320,0.585,0.444
LBSF,EDDI,838,838,0.391,0.308
LBSF,EDDI,1246,1246,0.298,0.281
LBSF,EDDI,1033,1033,0.305,0.330
LBSF,EDDI,1265,1265,0.300,0.296
LBSF,EDDI,1257,1257,0.294,0.334
LBSF,EDDI,1418,1418,0.388,0.489
LBSF,EDDI,1225,1225,0.444,0.415
LBSF,EDDI,1397,1397,0.330,0.270
LBSF,EDDI,1404,1404,0.399,0.304
LBSF,EDDI,1321,1321,0.290,0.443
LBSF,EDDI,785,785,0.621,0.507
LBSF,EDDI,1298,1298,0.722,0.608
LBSF,EDDI,1408,1408,0.712,0.530
LBSF,EDDI,1345,1345,0.647,0.481
LBSF,EDDI,902,902,0.684,0.587
LBSF,EDDI,897,897,0.842,0.747
LBSF,EDDI,1278,1278,0.608,0.550
LBSF,EDDI,1358,1358,0.616,0.330
LBSF,EDDI,1302,1302,0.279,0.255
LBSF,EDDI,1429,1429,0.354,0.304
LBSF,EDDI,1300,1300,0.339,0.283
LBSF,EDDI,906,906,0.361,0.341
LBSF,EDDI,815,815,0.334,0.363
LBSF,EDDI,1329,1329,0.331,0.276
LBSF,EDDI,1325,1325,0.290,0.357
LBSF,EDDI,1297,1297,0.652,0.526
LBSF,EDDI,1015,1015,0.398,0.309
LBSF,EDDI,1395,1395,0.615,0.405
LBSF,EDDI,955,955,0.744,0.677
LBSF,EDDI,1323,1323,0.609,0.340
LBSF,EDDI,710,710,0.361,0.347
LBSF,EDDI,1363,1363,0.332,0.310
LBSF,EDDI,1141,1141,0.293,0.288
LBSF,EDDI,1297,1297,0.403,0.320
LBSF,EDDI,1235,1235,0.534,0.642
LBSF,EDDI,1392,1392,0.447,0.331
LBSF,EDDI,1261,1261,0.298,0.276
LBSF,EDDI,1235,1235,0.284,0.262
LBSF,EDDI,1264,1264,0.322,0.408
LBSF,EDDI,1278,1278,0.392,0.484
LBSF,EDDI,1027,1027,0.644,0.279
LBSF,EDDI,1371,1371,0.318,0.308
LBSF,EDDI,1334,1334,0.317,0.361
LBSF,EDDI,1316,1316,0.365,0.336
LBSF,EDDI,1301,1301,0.657,0.327
LBSF,EDDI,1304,1304,0.295,0.279
LBSF,EDDI,1470,1470,0.315,0.362
LBSF,EDDI,1321,1321,0.280,0.262
LBSF,EDDI,1390,1390,0.287,0.270
LBSF,EDDI,1505,1505,0.391,0.294
LBSF,EDDI,1443,1443,0.435,0.352
LBSF,EDDI,1384,1384,0.324,0.321
LBSF,EDDI,1341,1341,0.317,0.365
LBSF,EDDI,1056,1056,0.311,0.295
LBSF,EDDI,780,780,0.464,0.470
LBSF,EDDI,1276,1276,0.400,0.367
LBSF,EDDI,873,873,0.325,0.312
LBSF,EDDI,858,858,0.331,0.442
LBSF,EDDI,1022,1022,0.357,0.408
LBSF,EDDI,922,922,0.565,0.500
LBSF,EDDI,1256,1256,0.346,0.277
LBSF,EDDI,1376,1376,0.346,0.447
LBSF,EDDI,1558,1558,0.287,0.262
LBSF,EDDI,1259,1259,0.296,0.281
LBSF,EDDI,1344,1344,0.323,0.344
LBSF,EDDI,1495,1495,0.727,0.366
LBSF,EDDI,1236,1236,0.596,0.335
LBSF,EDDI,1423,1423,0.361,0.268
LBSF,EDDI,1222,1222,0.293,0.276
LBSF,EDDI,1441,1441,0.322,0.333
LBSF,EDDI,1411,1411,0.311,0.279
LBSF,EDDI,1324,1324,0.424,0.315
LBSF,EDDI,1243,1243,0.600,0.465
LBSF,EDDI,1329,1329,0.379,0.291
LBSF,EDDI,702,702,0.424,0.323
LBSF,EDDI,975,975,0.383,0.314
LBSF,EDDI,1217,1217,0.329,0.339
LBSF,EDDI,1400,1400,0.430,0.571
LBSF,EDDI,1010,1010,0.825,0.433
LBSF,EDDI,1345,1345,0.417,0.358
LBSF,EDDI,687,687,0.329,0.302
LBSF,EDDI,1203,1203,0.359,0.395
LBSF,EDDI,1354,1354,0.609,0.466
LBSF,EDDI,701,701,0.354,0.311
LBSF,EDDI,1167,1167,0.299,0.283
LBSF,EDDI,1338,1338,0.356,0.334
LBSF,EDDI,1419,1419,0.503,0.508
LBSF,EDDI,1429,1429,0.361,0.276
LBSF,EDDI,1482,1482,0.337,0.269
LBSF,EDDI,1448,1448,0.284,0.264
LBSF,EDDI,1372,1372,0.286,0.262
LBSF,EDDI,1414,1414,0.325,0.416
LBSF,EDDI,1268,1268,0.570,0.350
LBSF,EDDI,1285,1285,0.372,0.286
LBSF,EDDI,901,901,0.283,0.263
LBSF,EDDI,1112,1112,0.282,0.277
LBSF,EDDI,1058,1058,0.284,0.266
LBSF,EDDI,1352,1352,0.370,0.304
LBSF,EDDI,840,840,0.270,0.260
LBSF,EDDI,1300,1300,0.310,0.362
LBSF,EDDI,1003,1003,0.359,0.273
LBSF,EDDI,1260,1260,0.317,0.459
LBSF,EDDI,965,965,0.621,0.428
LBSF,EDDI,836,836,0.526,0.484
LBSF,EDDI,750,750,0.686,0.638
LBSF,EDDI,903,903,0.707,0.325
LBSF,EDDI,1402,1402,0.306,0.286
LBSF,EDDI,1045,1045,0.282,0.263
LBSF,EDDI,994,994,0.333,0.352
LBSF,EDDI,1357,1357,0.415,0.518
LBSF,EDDI,1393,1393,0.422,0.307
LBSF,EDDI,1294,1294,0.299,0.301
LBSF,EDDI,1518,1518,0.513,0.453
LBSF,EDDI,1324,1324,0.391,0.304
LBSF,EDDI,888,888,0.693,0.418
LBSF,EDDI,653,653,0.337,0.305
LBSF,EDDI,1544,1544,0.328,0.307
LBSF,EDDI,1254,1254,0.295,0.278
LBSF,EDDI,1292,1292,0.454,0.318
LBSF,EDDI,1285,1285,0.565,0.426
LBSF,EDDI,661,661,0.338,0.297
LBSF,EDDI,1401,1401,0.439,0.319
LBSF,EDDI,1504,1504,0.485,0.329
LBSF,EDDI,1470,1470,0.456,0.404
LBSF,EDDI,821,821,0.696,0.425
LBSF,EDDI,1235,1235,0.501,0.332
LBSF,EDDI,1240,1240,0.383,0.342
LBSF,EDDI,869,869,0.651,0.387
LBSF,EDDI,1312,1312,0.607,0.426
LBSF,EDDI,1302,1302,0.459,0.310
LBSF,EDDI,1389,1389,0.515,0.317
LBSF,EDDI,691,691,0.368,0.281
LBSF,EDDI,1291,1291,0.795,0.418
LBSF,EDDI,1313,1313,0.704,0.408
LBSF,EDDI,1285,1285,0.400,0.490
LBSF,EDDI,1306,1306,0.802,0.648
LBSF,EDDI,1376,1376,0.594,0.337
LBSF,EDDI,1411,1411,0.614,0.329
LBSF,EDDI,1230,1230,0.393,0.269
LBSF,EDDI,1308,1308,0.593,0.473
LBSF,EDDI,1157,1157,0.623,0.477
LBSF,EDDI,1267,1267,0.788,0.662
LBSF,EDDI,1479,1479,0.735,0.537
LBSF,EDDI,1238,1238,0.837,0.710
LBSF,EDDI,1317,1317,0.766,0.547
LBSF,EDDI,1488,1488,0.830,0.690
LBSF,EDDI,862,862,0.862,0.692
LBSF,EDDI,1321,1321,0.905,0.489
LBSF,EDDI,642,642,0.400,0.337
LBSF,EDDI,1359,1359,0.690,0.578
LBSF,EDDI,675,675,0.473,0.333
LBSF,EDDI,1395,1395,0.426,0.286
LBSF,EDDI,1230,1230,0.341,0.325
LBSF,EDDI,1547,1547,0.474,0.329
LBSF,EDDI,1403,1403,0.374,0.314
LBSF,EDDI,1288,1288,0.691,0.535
LBSF,EDDI,1353,1353,0.733,0.561
LBSF,EDDI,1034,1034,0.689,0.340
LBSF,EDDI,1062,1062,0.380,0.268
LBSF,EDDI,1273,1273,0.444,0.273
LBSF,EDDI,1443,1443,0.606,0.394
LBSF,EDDI,627,627,0.498,0.308
LBSF,EDDI,1271,1271,0.445,0.330
LBSF,EDDI,1312,1312,0.393,0.310
LBSF,EDDI,1389,1389,0.331,0.315
LBSF,EDDI,799,799,0.366,0.313
LBSF,EDDI,775,775,0.398,0.485
LBSF,EDDI,1039,1039,0.410,0.292
LBSF,EDDI,1263,1263,0.433,0.302
LBSF,EDDI,1328,1328,0.662,0.361
LBSF,EDDI,1316,1316,0.583,0.545
LBSF,EDDI,1326,1326,0.763,0.328
LBSF,EDDI,1373,1373,0.282,0.286
LBSF,EDDI,1279,1279,0.541,0.402
LBSF,EDDI,1422,1422,0.684,0.506
LBSF,EDDI,1332,1332,0.718,0.569
LBSF,EDDI,1122,1122,0.716,0.569
LBSF,EDDI,1046,1046,0.739,0.598
LBSF,EDDI,1329,1329,0.731,0.352
LBSF,EDDI,1250,1250,0.310,0.280
LBSF,EDDI,869,869,0.332,0.350
LBSF,EDDI,1409,1409,0.636,0.592
LBSF,EDDI,1290,1290,0.711,0.447
LBSF,EDDI,1335,1335,0.580,0.482
LBSF,EDDI,817,817,0.582,0.458
LBSF,EDDI,1305,1305,0.520,0.477
LBSF,EDDI,1295,1295,0.624,0.483
LBSF,EDDI,852,852,0.430,0.278
LBSF,EDDI,791,791,0.384,0.291
LBSF,EDDI,1417,1417,0.352,0.302
LBSF,EDDI,968,968,0.323,0.381
LBSF,EDDI,848,848,0.460,0.499
LBSF,EDDI,1255,1255,0.515,0.326
LBSF,EDDI,1273,1273,0.326,0.318
LBSF,EDDI,705,705,0.449,0.410
LBSF,EDDI,1325,1325,0.438,0.309
LBSF,EDDI,1288,1288,0.361,0.353
LBSF,EDDI,927,927,0.628,0.350
LBSF,EDDI,1378,1378,0.528,0.421
LBSF,EDDI,1470,1470,0.329,0.276
LBSF,EDDI,637,637,0.330,0.273
LBSF,EDDI,1287,1287,0.338,0.350
LBSF,EDDI,949,949,0.346,0.526
LBSF,EDDI,706,706,0.887,0.729
LBSF,EDDI,1280,1280,0.583,0.402
LBSF,EDDI,1083,1083,0.685,0.484
LBSF,EDDI,1290,1290,0.760,0.567
LBSF,EDDI,1315,1315,0.729,0.525
LBSF,EDDI,1399,1399,0.590,0.443
LBSF,EDDI,1358,1358,0.399,0.299
LBSF,EDDI,664,664,0.578,0.544
LBSF,EDDI,1301,1301,0.708,0.651
LBSF,EDDI,1412,1412,0.759,0.533
LBSF,EDDI,1250,1250,0.710,0.490
LBSF,EDDI,1317,1317,0.589,0.553
LBSF,EDDI,1430,1430,0.813,0.649
LBSF,EDDI,1300,1300,0.609,0.319
LBSF,EDDI,1352,1352,0.370,0.449
LBSF,EDDI,855,855,0.647,0.294
LBSF,EDDI,1235,1235,0.682,0.417
LBSF,EDDI,1282,1282,0.405,0.327
LBSF,EDDI,1339,1339,0.427,0.403
LBSF,EDDI,1351,1351,0.361,0.277
LBSF,EDDI,1415,1415,0.402,0.490
LBSF,EDDI,1311,1311,0.444,0.366
LBSF,EDDI,661,661,0.307,0.381
LBSF,EDDI,1048,1048,0.632,0.496
LBSF,EDDI,1234,1234,0.639,0.536
LBSF,EDDI,1482,1482,0.779,0.648
LBSF,EDDI,1250,1250,0.700,0.499
LBSF,EDDI,1304,1304,0.508,0.373
LBSF,EDDI,1306,1306,0.437,0.319
LBSF,EDDI,1431,1431,0.293,0.271
LBSF,EDDI,1486,1486,0.437,0.338
LBSF,EDDI,615,615,0.395,0.307
LBSF,EDDI,1369,1369,0.346,0.383
LBSF,EDDI,1312,1312,0.376,0.548
LBSF,EDDI,947,947,0.411,0.312
LBSF,EDDI,1540,1540,0.400,0.301
LBSF,EDDI,1331,1331,0.309,0.300
LBSF,EDDI,1378,1378,0.363,0.297
LBSF,EDDI,1200,1200,0.580,0.333
LBSF,EDDI,1294,1294,0.773,0.588
LBSF,EDDI,909,909,0.450,0.382
LBSF,EDDI,1395,1395,0.425,0.435
LBSF,EDDI,881,881,0.401,0.261
LBSF,EDDI,1213,1213,0.305,0.331
LBSF,EDDI,1247,1247,0.463,0.283
LBSF,EDDI,847,847,0.552,0.492
LBSF,EDDI,1354,1354,0.491,0.406
LBSF,EDDI,766,766,0.379,0.275
LBSF,EDDI,1340,1340,0.399,0.289
LBSF,EDDI,1285,1285,0.353,0.400
LBSF,EDDI,1243,1243,0.425,0.325
LBSF,EDDI,1300,1300,0.375,0.316
LBSF,EDDI,1271,1271,0.404,0.320
LBSF,EDDI,1018,1018,0.281,0.260
LBSF,EDDI,1333,1333,0.329,0.467
LBSF,EDDI,1072,1072,0.579,0.516
LBSF,EDDI,1240,1240,0.696,0.470
LBSF,EDDI,1219,1219,0.552,0.512
LBSF,EDDI,1113,1113,0.760,0.540
LBSF,EDDI,724,724,0.673,0.541
LBSF,EDDI,1255,1255,0.360,0.268
LBSF,EDDI,1313,1313,0.357,0.397
LBSF,EDDI,1193,1193,0.424,0.500
LBSF,EDDI,1294,1294,0.740,0.539
LBSF,EDDI,1298,1298,0.712,0.485
LBSF,EDDI,1376,1376,0.886,0.655
LBSF,EDDI,914,914,0.636,0.420
LBSF,EDDI,1238,1238,0.354,0.312
LBSF,EDDI,1317,1317,0.308,0.297
LBSF,EDDI,1374,1374,0.357,0.479
LBSF,EDDI,1454,1454,0.523,0.339
LBSF,EDDI,1311,1311,0.475,0.301
LBSF,EDDI,1371,1371,0.423,0.411
LBSF,EDDI,1307,1307,0.538,0.323
LBSF,EDDI,1277,1277,0.352,0.291
LBSF,EDDI,1253,1253,0.319,0.274
LBSF,EDDI,1288,1288,0.487,0.468
LBSF,EDDI,872,872,0.441,0.529
LBSF,EDDI,1371,1371,0.471,0.365
LBSF,EDDI,1437,1437,0.339,0.290
LBSF,EDDI,1336,1336,0.350,0.304
LBSF,EDDI,1312,1312,0.682,0.383
LBSF,EDDI,676,676,0.468,0.373
LBSF,EDDI,1352,1352,0.635,0.335
LBSF,EDDI,1319,1319,0.295,0.264
LBSF,EDDI,1426,1426,0.317,0.301
LBSF,EDDI,1483,1483,0.770,0.585
LBSF,EDDI,658,658,0.721,0.468
LBSF,EDDI,1242,1242,0.595,0.552
LBSF,EDDI,1409,1409,0.399,0.392
LBSF,EDDI,796,796,0.344,0.309
LBSF,EDDI,1398,1398,0.336,0.314
LBSF,EDDI,1253,1253,0.298,0.283
LBSF,EDDI,859,859,0.278,0.263
LBSF,EDDI,1406,1406,0.711,0.590
LBSF,EDDI,809,809,0.484,0.317
LBSF,EDDI,851,851,0.353,0.340
LBSF,EDDI,1274,1274,0.303,0.425
LBSF,EDDI,1018,1018,0.338,0.287
LBSF,EDDI,924,924,0.493,0.440
LBSF,EDDI,1257,1257,0.338,0.281
LBSF,EDDI,1254,1254,0.277,0.258
LBSF,EDDI,1318,1318,0.505,0.326
LBSF,EDDI,1416,1416,0.636,0.445
LBSF,EDDI,1528,1528,0.614,0.308
LBSF,EDDI,1224,1224,0.638,0.535
LBSF,EDDI,1464,1464,0.413,0.345
LBSF,EDDI,1380,1380,0.306,0.280
LBSF,EDDI,1230,1230,0.558,0.504
LBSF,EDDI,1340,1340,0.359,0.339
LBSF,EDDI,1294,1294,0.301,0.262
LBSF,EDDI,1228,1228,0.400,0.423
LBSF,EDDI,1251,1251,0.335,0.268
LBSF,EDDI,1258,1258,0.400,0.485
LBSF,EDDI,1301,1301,0.452,0.379
LBSF,EDDI,1351,1351,0.333,0.318
LBSF,EDDI,1432,1432,0.323,0.306
LBSF,EDDI,1254,1254,0.269,0.258
LBSF,EDDI,1002,1002,0.350,0.497
LBSF,EDDI,1367,1367,0.317,0.456
LBSF,EDDI,1388,1388,0.719,0.401
LBSF,EDDI,1257,1257,0.319,0.372
LBSF,EDDI,1381,1381,0.427,0.460
LBSF,EDDI,1312,1312,0.587,0.472
LBSF,EDDI,1491,1491,0.426,0.331
LBSF,EDDI,854,854,0.328,0.314
LBSF,EDDI,1308,1308,0.337,0.323
LBSF,EDDI,663,663,0.422,0.365
LBSF,EDDI,1480,1480,0.583,0.361
LBSF,EDDI,1426,1426,0.412,0.323
LBSF,EDDI,1234,1234,0.388,0.357
LBSF,EDDI,1290,1290,0.311,0.306
LBSF,EDDI,937,937,0.566,0.633
LBSF,EDDI,1347,1347,0.421,0.310
LBSF,EDDI,1331,1331,0.332,0.303
LBSF,EDDI,1239,1239,0.445,0.325
LBSF,EDDI,1406,1406,0.456,0.550
LBSF,EDDI,1320,1320,0.474,0.342
LBSF,EDDI,1240,1240,0.587,0.463
LBSF,EDDI,1571,1571,0.456,0.349
LBSF,EDDI,1398,1398,0.485,0.344
LBSF,EDDI,1106,1106,0.429,0.493
LBSF,EDDI,1380,1380,0.312,0.273
LBSF,EDDI,1460,1460,0.286,0.273
LBSF,EDDI,1310,1310,0.289,0.277
LBSF,EDDI,1092,1092,0.385,0.317
LBSF,EDDI,1278,1278,0.632,0.419
LBSF,EDDI,743,743,0.328,0.265
LBSF,EDDI,977,977,0.291,0.266
LBSF,EDDI,1159,1159,0.311,0.294
LBSF,EDDI,1223,1223,0.367,0.404
LBSF,EDDI,1475,1475,0.349,0.326
LBSF,EDDI,1358,1358,0.452,0.283
LBSF,EDDI,983,983,0.269,0.255
LBSF,EDDI,1159,1159,0.299,0.279
LBSF,EDDI,1067,1067,0.341,0.279
LBSF,EDDI,717,717,0.293,0.329
LBSF,EDDI,954,954,0.522,0.521
LBSF,EDDI,1184,1184,0.390,0.292
LBSF,EDDI,727,727,0.347,0.324
LBSF,EDDI,732,732,0.333,0.313
LBSF,EDDI,1258,1258,0.333,0.320
LBSF,EDDI,1466,1466,0.559,0.504
LBSF,EDDI,1245,1245,0.333,0.291
LBSF,EDDI,1331,1331,0.382,0.308
LBSF,EDDI,1303,1303,0.320,0.280
LBSF,EDDI,920,920,0.407,0.445
LBSF,EDDI,1491,1491,0.752,0.458
