Origin,Destination,Total_time1,Total_time2,Exec_time1,Exec_time2
SCEL,SLLP,1527,1527,0.457,0.324
SCEL,SLLP,894,894,0.286,0.250
SCEL,SLLP,1609,1609,0.362,0.347
SCEL,SLLP,1647,1647,0.537,0.420
SCEL,SLLP,901,901,0.503,0.403
SCEL,SLLP,1728,1728,0.396,0.255
SCEL,SLLP,823,823,0.582,0.382
SCEL,SLLP,880,880,0.351,0.327
SCEL,SLLP,1454,1454,0.322,0.289
SCEL,SLLP,1695,1695,0.423,0.281
SCEL,SLLP,1451,1451,0.548,0.381
SCEL,SLLP,855,855,0.305,0.258
SCEL,SLLP,1266,1266,0.571,0.448
SCEL,SLLP,1021,1021,0.514,0.299
SCEL,SLLP,1560,1560,0.280,0.250
SCEL,SLLP,710,710,0.555,0.451
SCEL,SLLP,1611,1611,0.347,0.259
SCEL,SLLP,838,838,0.299,0.270
SCEL,SLLP,806,806,0.333,0.308
SCEL,SLLP,1667,1667,0.487,0.436
SCEL,SLLP,1568,1568,0.723,0.598
SCEL,SLLP,752,752,0.870,0.608
SCEL,SLLP,1425,1425,0.787,0.509
SCEL,SLLP,710,710,0.747,0.461
SCEL,SLLP,936,936,0.827,0.523
SCEL,SLLP,1705,1705,0.759,0.444
SCEL,SLLP,764,764,0.755,0.561
SCEL,SLLP,964,964,0.523,0.366
SCEL,SLLP,787,787,0.445,0.268
SCEL,SLLP,1480,1480,0.476,0.344
SCEL,SLLP,1577,1577,0.803,0.538
SCEL,SLLP,1479,1479,0.830,0.646
SCEL,SLLP,682,682,0.717,0.371
SCEL,SLLP,977,977,0.288,0.257
SCEL,SLLP,1443,1443,0.466,0.287
SCEL,SLLP,1398,1398,0.443,0.380
SCEL,SLLP,1120,1120,0.479,0.477
SCEL,SLLP,1359,1359,0.378,0.301
SCEL,SLLP,969,969,0.531,0.436
SCEL,SLLP,900,900,0.612,0.394
SCEL,SLLP,1598,1598,0.379,0.320
SCEL,SLLP,1561,1561,0.432,0.322
SCEL,SLLP,991,991,0.354,0.249
SCEL,SLLP,626,626,0.271,0.251
SCEL,SLLP,1034,1034,0.509,0.397
SCEL,SLLP,946,946,0.365,0.280
SCEL,SLLP,1537,1537,0.340,0.295
SCEL,SLLP,1568,1568,0.897,0.508
SCEL,SLLP,1990,1990,0.359,0.288
SCEL,SLLP,925,925,0.330,0.317
SCEL,SLLP,1516,1516,0.671,0.332
SCEL,SLLP,831,831,0.345,0.299
SCEL,SLLP,1493,1493,0.446,0.512
SCEL,SLLP,1619,1619,0.589,0.301
SCEL,SLLP,950,950,0.322,0.327
SCEL,SLLP,1073,1073,0.521,0.448
SCEL,SLLP,1641,1641,0.378,0.277
SCEL,SLLP,1791,1791,0.274,0.254
SCEL,SLLP,1059,1059,0.567,0.472
SCEL,SLLP,1549,1549,0.387,0.277
SCEL,SLLP,763,763,0.296,0.259
SCEL,SLLP,1606,1606,0.668,0.523
SCEL,SLLP,1628,1628,0.437,0.292
SCEL,SLLP,1022,1022,0.415,0.326
SCEL,SLLP,870,870,0.564,0.363
SCEL,SLLP,1639,1639,0.450,0.357
SCEL,SLLP,1444,1444,0.554,0.384
SCEL,SLLP,1528,1528,0.454,0.459
SCEL,SLLP,1496,1496,0.506,0.504
SCEL,SLLP,1454,1454,0.339,0.292
SCEL,SLLP,1511,1511,0.583,0.494
SCEL,SLLP,1490,1490,0.762,0.557
SCEL,SLLP,1528,1528,0.313,0.315
SCEL,SLLP,805,805,0.491,0.456
SCEL,SLLP,1657,1657,0.470,0.287
SCEL,SLLP,1548,1548,0.293,0.260
SCEL,SLLP,863,863,0.450,0.311
SCEL,SLLP,991,991,0.374,0.288
SCEL,SLLP,777,777,0.273,0.258
SCEL,SLLP,1436,1436,0.706,0.633
SCEL,SLLP,1617,1617,0.672,0.280
SCEL,SLLP,1065,1065,0.457,0.332
SCEL,SLLP,1576,1576,0.438,0.266
SCEL,SLLP,899,899,0.414,0.260
SCEL,SLLP,1467,1467,0.566,0.515
SCEL,SLLP,1055,1055,0.385,0.305
SCEL,SLLP,766,766,0.805,0.454
SCEL,SLLP,669,669,0.708,0.315
SCEL,SLLP,1744,1744,0.301,0.280
SCEL,SLLP,1584,1584,0.831,0.566
SCEL,SLLP,1116,1116,0.380,0.291
SCEL,SLLP,1121,1121,0.429,0.478
SCEL,SLLP,1558,1558,0.703,0.362
SCEL,SLLP,1439,1439,0.488,0.288
SCEL,SLLP,1452,1452,0.588,0.623
SCEL,SLLP,1598,1598,0.464,0.304
SCEL,SLLP,1561,1561,0.342,0.295
SCEL,SLLP,1367,1367,0.497,0.498
SCEL,SLLP,1515,1515,0.443,0.260
SCEL,SLLP,1547,1547,0.317,0.294
SCEL,SLLP,1323,1323,0.758,0.508
SCEL,SLLP,1026,1026,0.304,0.250
SCEL,SLLP,1833,1833,0.318,0.283
SCEL,SLLP,1234,1234,0.572,0.362
SCEL,SLLP,1528,1528,0.307,0.274
SCEL,SLLP,1218,1218,0.723,0.522
SCEL,SLLP,1116,1116,0.599,0.385
SCEL,SLLP,1003,1003,0.380,0.298
SCEL,SLLP,1616,1616,0.382,0.276
SCEL,SLLP,778,778,0.364,0.401
SCEL,SLLP,983,983,0.695,0.493
SCEL,SLLP,741,741,0.474,0.335
SCEL,SLLP,1388,1388,0.309,0.289
SCEL,SLLP,1475,1475,0.349,0.293
SCEL,SLLP,1741,1741,0.290,0.366
SCEL,SLLP,1214,1214,0.882,0.628
SCEL,SLLP,873,873,0.410,0.263
SCEL,SLLP,907,907,0.295,0.266
SCEL,SLLP,802,802,0.280,0.259
SCEL,SLLP,863,863,0.576,0.302
SCEL,SLLP,1532,1532,0.769,0.525
SCEL,SLLP,1326,1326,0.399,0.447
SCEL,SLLP,1343,1343,0.386,0.282
SCEL,SLLP,1000,1000,0.317,0.406
SCEL,SLLP,913,913,0.437,0.320
SCEL,SLLP,696,696,0.822,0.471
SCEL,SLLP,1072,1072,0.413,0.261
SCEL,SLLP,967,967,0.464,0.261
SCEL,SLLP,944,944,0.621,0.571
SCEL,SLLP,1476,1476,0.634,0.286
SCEL,SLLP,609,609,0.506,0.319
SCEL,SLLP,722,722,0.454,0.307
SCEL,SLLP,1201,1201,0.529,0.288
SCEL,SLLP,1072,1072,0.689,0.563
SCEL,SLLP,1417,1417,0.424,0.289
SCEL,SLLP,1521,1521,0.604,0.532
SCEL,SLLP,1453,1453,0.443,0.297
SCEL,SLLP,1685,1685,0.301,0.288
SCEL,SLLP,1228,1228,0.365,0.288
SCEL,SLLP,1621,1621,0.372,0.293
SCEL,SLLP,958,958,0.343,0.300
SCEL,SLLP,1601,1601,0.480,0.381
SCEL,SLLP,950,950,0.640,0.416
SCEL,SLLP,1625,1625,0.442,0.278
SCEL,SLLP,836,836,0.372,0.269
SCEL,SLLP,1742,1742,0.285,0.286
SCEL,SLLP,660,660,0.763,0.429
SCEL,SLLP,835,835,0.369,0.321
SCEL,SLLP,848,848,0.587,0.413
SCEL,SLLP,1378,1378,0.348,0.265
SCEL,SLLP,637,637,0.318,0.286
SCEL,SLLP,1128,1128,0.717,0.473
SCEL,SLLP,1080,1080,0.476,0.298
SCEL,SLLP,678,678,0.309,0.287
SCEL,SLLP,1765,1765,0.338,0.393
SCEL,SLLP,1665,1665,0.507,0.376
SCEL,SLLP,943,943,0.483,0.312
SCEL,SLLP,945,945,0.479,0.326
SCEL,SLLP,910,910,0.307,0.273
SCEL,SLLP,928,928,0.293,0.299
SCEL,SLLP,937,937,0.508,0.502
SCEL,SLLP,1622,1622,0.485,0.471
SCEL,SLLP,1623,1623,0.309,0.272
SCEL,SLLP,938,938,0.311,0.270
SCEL,SLLP,962,962,0.598,0.349
SCEL,SLLP,1441,1441,0.340,0.276
SCEL,SLLP,668,668,0.335,0.255
SCEL,SLLP,1769,1769,0.302,0.263
SCEL,SLLP,1336,1336,0.656,0.361
SCEL,SLLP,1574,1574,0.311,0.281
SCEL,SLLP,1542,1542,0.433,0.389
SCEL,SLLP,821,821,0.640,0.342
SCEL,SLLP,937,937,0.368,0.275
SCEL,SLLP,1593,1593,0.331,0.417
SCEL,SLLP,1652,1652,0.413,0.304
SCEL,SLLP,1213,1213,0.285,0.257
SCEL,SLLP,1499,1499,0.272,0.249
SCEL,SLLP,1369,1369,0.367,0.348
SCEL,SLLP,1060,1060,0.288,0.243
SCEL,SLLP,722,722,0.330,0.296
SCEL,SLLP,1278,1278,0.517,0.484
SCEL,SLLP,1427,1427,0.368,0.264
SCEL,SLLP,1437,1437,0.282,0.262
SCEL,SLLP,1616,1616,0.512,0.280
SCEL,SLLP,1518,1518,0.287,0.251
SCEL,SLLP,1086,1086,0.318,0.299
SCEL,SLLP,696,696,0.544,0.413
SCEL,SLLP,831,831,0.375,0.262
SCEL,SLLP,1546,1546,0.288,0.261
SCEL,SLLP,1497,1497,0.412,0.339
SCEL,SLLP,947,947,0.294,0.251
SCEL,SLLP,1046,1046,0.354,0.392
SCEL,SLLP,781,781,0.334,0.345
SCEL,SLLP,1008,1008,0.392,0.293
SCEL,SLLP,1373,1373,0.312,0.349
SCEL,SLLP,1541,1541,0.419,0.266
SCEL,SLLP,746,746,0.289,0.276
SCEL,SLLP,1495,1495,0.328,0.291
SCEL,SLLP,1277,1277,0.340,0.460
SCEL,SLLP,1055,1055,0.393,0.287
SCEL,SLLP,1029,1029,0.426,0.257
SCEL,SLLP,1120,1120,0.420,0.510
SCEL,SLLP,735,735,0.392,0.296
SCEL,SLLP,1214,1214,0.298,0.273
SCEL,SLLP,1632,1632,0.386,0.418
SCEL,SLLP,1540,1540,0.289,0.260
SCEL,SLLP,1849,1849,0.368,0.266
SCEL,SLLP,1396,1396,0.516,0.468
SCEL,SLLP,1524,1524,0.722,0.309
SCEL,SLLP,916,916,0.285,0.265
SCEL,SLLP,1554,1554,0.467,0.352
SCEL,SLLP,818,818,0.396,0.441
SCEL,SLLP,1009,1009,0.450,0.431
SCEL,SLLP,1177,1177,0.502,0.413
SCEL,SLLP,1299,1299,0.384,0.286
SCEL,SLLP,845,845,0.301,0.305
SCEL,SLLP,1381,1381,0.384,0.383
SCEL,SLLP,1566,1566,0.367,0.301
SCEL,SLLP,1123,1123,0.350,0.292
SCEL,SLLP,1512,1512,0.290,0.373
SCEL,SLLP,1655,1655,0.427,0.324
SCEL,SLLP,917,917,0.323,0.260
SCEL,SLLP,1483,1483,0.307,0.321
SCEL,SLLP,984,984,0.289,0.271
SCEL,SLLP,1053,1053,0.461,0.414
SCEL,SLLP,1537,1537,0.367,0.274
SCEL,SLLP,758,758,0.464,0.278
SCEL,SLLP,1499,1499,0.350,0.267
SCEL,SLLP,1670,1670,0.329,0.247
SCEL,SLLP,896,896,0.325,0.283
SCEL,SLLP,1688,1688,0.390,0.365
SCEL,SLLP,1530,1530,0.565,0.284
SCEL,SLLP,1679,1679,0.332,0.281
SCEL,SLLP,1053,1053,0.323,0.252
SCEL,SLLP,784,784,0.466,0.503
SCEL,SLLP,879,879,0.553,0.417
SCEL,SLLP,1212,1212,0.470,0.340
SCEL,SLLP,1532,1532,0.280,0.255
SCEL,SLLP,1401,1401,0.463,0.286
SCEL,SLLP,700,700,0.736,0.575
SCEL,SLLP,934,934,0.431,0.389
SCEL,SLLP,1352,1352,0.458,0.345
SCEL,SLLP,1639,1639,0.858,0.467
SCEL,SLLP,1070,1070,0.434,0.379
SCEL,SLLP,1619,1619,0.449,0.259
SCEL,SLLP,770,770,0.805,0.551
SCEL,SLLP,1402,1402,0.422,0.306
SCEL,SLLP,689,689,0.540,0.489
SCEL,SLLP,707,707,0.474,0.287
SCEL,SLLP,696,696,0.640,0.349
SCEL,SLLP,1228,1228,0.545,0.490
SCEL,SLLP,1032,1032,0.739,0.471
SCEL,SLLP,1708,1708,0.758,0.515
SCEL,SLLP,1103,1103,0.478,0.315
SCEL,SLLP,1599,1599,0.478,0.286
SCEL,SLLP,1059,1059,0.461,0.292
SCEL,SLLP,974,974,0.610,0.394
SCEL,SLLP,1639,1639,0.799,0.485
SCEL,SLLP,1640,1640,0.747,0.413
SCEL,SLLP,650,650,0.479,0.262
SCEL,SLLP,1431,1431,0.342,0.276
SCEL,SLLP,1052,1052,0.264,0.243
SCEL,SLLP,846,846,0.391,0.296
SCEL,SLLP,1782,1782,0.640,0.473
SCEL,SLLP,1472,1472,0.403,0.263
SCEL,SLLP,953,953,0.435,0.390
SCEL,SLLP,1358,1358,0.559,0.511
SCEL,SLLP,1420,1420,0.500,0.354
SCEL,SLLP,1303,1303,0.324,0.280
SCEL,SLLP,1677,1677,0.485,0.338
SCEL,SLLP,1481,1481,0.351,0.296
SCEL,SLLP,1746,1746,0.310,0.261
SCEL,SLLP,1511,1511,0.473,0.467
SCEL,SLLP,1604,1604,0.592,0.497
SCEL,SLLP,1673,1673,0.504,0.341
SCEL,SLLP,839,839,0.325,0.296
SCEL,SLLP,880,880,0.297,0.295
SCEL,SLLP,1085,1085,0.671,0.458
SCEL,SLLP,982,982,0.468,0.342
SCEL,SLLP,1483,1483,0.366,0.343
SCEL,SLLP,1513,1513,0.801,0.395
SCEL,SLLP,688,688,0.435,0.334
SCEL,SLLP,1589,1589,0.586,0.494
SCEL,SLLP,1582,1582,0.400,0.358
SCEL,SLLP,1405,1405,0.304,0.285
SCEL,SLLP,976,976,0.492,0.300
SCEL,SLLP,684,684,0.333,0.272
SCEL,SLLP,751,751,0.301,0.266
SCEL,SLLP,1379,1379,0.590,0.454
SCEL,SLLP,1610,1610,0.429,0.292
SCEL,SLLP,1309,1309,0.304,0.321
SCEL,SLLP,1553,1553,0.316,0.398
SCEL,SLLP,925,925,0.330,0.369
SCEL,SLLP,665,665,0.329,0.324
SCEL,SLLP,1473,1473,0.315,0.293
SCEL,SLLP,1673,1673,0.612,0.514
SCEL,SLLP,871,871,0.467,0.297
SCEL,SLLP,1526,1526,0.342,0.302
SCEL,SLLP,723,723,0.403,0.283
SCEL,SLLP,938,938,0.545,0.287
SCEL,SLLP,799,799,0.421,0.307
SCEL,SLLP,1347,1347,0.618,0.474
SCEL,SLLP,742,742,0.758,0.313
SCEL,SLLP,769,769,0.560,0.424
SCEL,SLLP,1706,1706,0.390,0.264
SCEL,SLLP,1397,1397,0.641,0.357
SCEL,SLLP,1596,1596,0.648,0.404
SCEL,SLLP,1597,1597,0.358,0.266
SCEL,SLLP,1623,1623,0.350,0.371
SCEL,SLLP,1570,1570,0.412,0.351
SCEL,SLLP,1474,1474,0.725,0.464
SCEL,SLLP,1682,1682,0.817,0.599
SCEL,SLLP,894,894,0.451,0.383
SCEL,SLLP,1523,1523,0.391,0.284
SCEL,SLLP,1612,1612,0.865,0.542
SCEL,SLLP,658,658,0.510,0.306
SCEL,SLLP,1512,1512,0.533,0.298
SCEL,SLLP,1424,1424,0.477,0.312
SCEL,SLLP,1530,1530,0.466,0.314
SCEL,SLLP,1065,1065,0.512,0.381
SCEL,SLLP,1562,1562,0.678,0.487
SCEL,SLLP,1420,1420,0.567,0.328
SCEL,SLLP,701,701,0.631,0.696
SCEL,SLLP,807,807,0.803,0.552
SCEL,SLLP,943,943,0.371,0.252
SCEL,SLLP,1352,1352,0.364,0.372
SCEL,SLLP,1073,1073,0.319,0.273
SCEL,SLLP,895,895,0.425,0.306
SCEL,SLLP,1579,1579,0.292,0.259
SCEL,SLLP,626,626,0.310,0.293
SCEL,SLLP,1602,1602,0.709,0.429
SCEL,SLLP,745,745,0.397,0.303
SCEL,SLLP,1541,1541,0.318,0.278
SCEL,SLLP,1161,1161,0.627,0.508
SCEL,SLLP,1652,1652,0.316,0.257
SCEL,SLLP,897,897,0.315,0.288
SCEL,SLLP,975,975,0.443,0.358
SCEL,SLLP,1444,1444,0.327,0.374
SCEL,SLLP,666,666,0.332,0.284
SCEL,SLLP,1485,1485,0.584,0.512
SCEL,SLLP,847,847,0.337,0.360
SCEL,SLLP,867,867,0.325,0.282
SCEL,SLLP,1557,1557,0.667,0.361
SCEL,SLLP,1726,1726,0.307,0.255
SCEL,SLLP,1424,1424,0.290,0.273
SCEL,SLLP,1170,1170,0.391,0.345
SCEL,SLLP,878,878,0.531,0.442
SCEL,SLLP,1625,1625,0.418,0.489
SCEL,SLLP,1634,1634,0.561,0.389
SCEL,SLLP,1254,1254,0.473,0.282
SCEL,SLLP,1860,1860,0.455,0.442
SCEL,SLLP,964,964,0.562,0.317
SCEL,SLLP,1366,1366,0.323,0.327
SCEL,SLLP,984,984,0.310,0.279
SCEL,SLLP,695,695,0.302,0.326
SCEL,SLLP,1653,1653,0.413,0.264
SCEL,SLLP,1460,1460,0.365,0.305
SCEL,SLLP,1385,1385,0.304,0.286
SCEL,SLLP,1475,1475,0.722,0.486
SCEL,SLLP,1640,1640,0.351,0.293
SCEL,SLLP,886,886,0.298,0.272
SCEL,SLLP,911,911,0.505,0.302
SCEL,SLLP,1588,1588,0.316,0.295
SCEL,SLLP,1661,1661,0.418,0.400
SCEL,SLLP,853,853,0.431,0.292
SCEL,SLLP,1581,1581,0.310,0.261
SCEL,SLLP,1705,1705,0.333,0.382
SCEL,SLLP,1759,1759,0.481,0.310
SCEL,SLLP,1445,1445,0.291,0.272
SCEL,SLLP,867,867,0.407,0.336
SCEL,SLLP,1654,1654,0.405,0.504
SCEL,SLLP,1572,1572,0.369,0.294
SCEL,SLLP,671,671,0.309,0.290
SCEL,SLLP,1599,1599,0.545,0.456
SCEL,SLLP,1603,1603,0.341,0.297
SCEL,SLLP,1157,1157,0.336,0.325
SCEL,SLLP,1293,1293,0.550,0.388
SCEL,SLLP,1663,1663,0.431,0.253
SCEL,SLLP,1390,1390,0.312,0.290
SCEL,SLLP,1490,1490,0.431,0.415
SCEL,SLLP,824,824,0.471,0.288
SCEL,SLLP,1032,1032,0.375,0.256
SCEL,SLLP,1470,1470,0.747,0.478
SCEL,SLLP,854,854,0.449,0.341
SCEL,SLLP,1611,1611,0.610,0.510
SCEL,SLLP,1501,1501,0.671,0.342
SCEL,SLLP,1575,1575,0.298,0.257
SCEL,SLLP,1299,1299,0.382,0.279
SCEL,SLLP,1525,1525,0.355,0.308
SCEL,SLLP,838,838,0.301,0.251
SCEL,SLLP,1364,1364,0.293,0.271
SCEL,SLLP,1056,1056,0.543,0.309
SCEL,SLLP,977,977,0.448,0.374
SCEL,SLLP,1267,1267,0.331,0.303
SCEL,SLLP,1695,1695,0.456,0.468
SCEL,SLLP,870,870,0.355,0.261
SCEL,SLLP,993,993,0.285,0.263
SCEL,SLLP,1307,1307,0.306,0.274
SCEL,SLLP,1522,1522,0.292,0.445
SCEL,SLLP,1600,1600,0.473,0.433
SCEL,SLLP,1469,1469,0.325,0.326
SCEL,SLLP,1026,1026,0.299,0.400
SCEL,SLLP,1604,1604,0.628,0.340
SCEL,SLLP,1389,1389,0.353,0.294
SCEL,SLLP,1709,1709,0.289,0.324
SCEL,SLLP,1058,1058,0.445,0.255
SCEL,SLLP,713,713,0.320,0.295
SCEL,SLLP,1499,1499,0.308,0.437
SCEL,SLLP,624,624,0.346,0.274
SCEL,SLLP,880,880,0.342,0.299
SCEL,SLLP,1524,1524,0.327,0.355
SCEL,SLLP,678,678,0.375,0.283
SCEL,SLLP,942,942,0.354,0.305
SCEL,SLLP,961,961,0.335,0.299
SCEL,SLLP,687,687,0.520,0.405
SCEL,SLLP,1318,1318,0.362,0.292
SCEL,SLLP,1563,1563,0.279,0.257
SCEL,SLLP,1624,1624,0.659,0.545
SCEL,SLLP,1553,1553,0.686,0.428
SCEL,SLLP,1316,1316,0.431,0.295
SCEL,SLLP,660,660,0.414,0.288
SCEL,SLLP,1086,1086,0.371,0.380
SCEL,SLLP,1925,1925,0.535,0.267
SCEL,SLLP,1538,1538,0.328,0.303
SCEL,SLLP,968,968,0.459,0.363
SCEL,SLLP,1008,1008,0.482,0.308
SCEL,SLLP,1495,1495,0.556,0.487
SCEL,SLLP,942,942,0.758,0.375
SCEL,SLLP,903,903,0.471,0.356
SCEL,SLLP,1661,1661,0.424,0.370
SCEL,SLLP,800,800,0.800,0.542
SCEL,SLLP,990,990,0.789,0.553
SCEL,SLLP,1583,1583,0.420,0.281
SCEL,SLLP,1554,1554,0.484,0.313
SCEL,SLLP,1465,1465,0.738,0.606
SCEL,SLLP,1199,1199,0.777,0.429
SCEL,SLLP,812,812,0.513,0.334
SCEL,SLLP,867,867,0.790,0.581
SCEL,SLLP,895,895,0.577,0.707
SCEL,SLLP,1567,1567,0.936,0.683
SCEL,SLLP,931,931,0.456,0.327
SCEL,SLLP,1335,1335,0.847,0.732
SCEL,SLLP,1532,1532,0.840,0.713
SCEL,SLLP,920,920,0.760,0.552
SCEL,SLLP,1316,1316,0.815,0.613
SCEL,SLLP,718,718,0.765,0.587
SCEL,SLLP,1426,1426,0.760,0.321
SCEL,SLLP,833,833,0.468,0.442
SCEL,SLLP,769,769,0.442,0.303
SCEL,SLLP,745,745,0.570,0.508
SCEL,SLLP,1558,1558,0.904,0.342
SCEL,SLLP,1233,1233,0.751,0.533
SCEL,SLLP,1758,1758,0.738,0.488
SCEL,SLLP,1874,1874,0.639,0.492
SCEL,SLLP,990,990,0.716,0.404
SCEL,SLLP,905,905,0.807,0.538
SCEL,SLLP,732,732,0.730,0.486
SCEL,SLLP,675,675,0.741,0.461
SCEL,SLLP,1240,1240,0.764,0.538
SCEL,SLLP,1680,1680,0.795,0.479
SCEL,SLLP,1531,1531,0.691,0.442
SCEL,SLLP,814,814,0.752,0.457
SCEL,SLLP,1300,1300,0.749,0.450
SCEL,SLLP,838,838,0.802,0.472
SCEL,SLLP,1110,1110,0.744,0.577
SCEL,SLLP,1044,1044,0.769,0.477
SCEL,SLLP,1714,1714,0.506,0.417
SCEL,SLLP,1342,1342,0.805,0.451
SCEL,SLLP,1747,1747,0.430,0.282
SCEL,SLLP,1070,1070,0.666,0.397
SCEL,SLLP,620,620,0.603,0.469
SCEL,SLLP,1443,1443,0.785,0.498
SCEL,SLLP,1002,1002,0.487,0.319
SCEL,SLLP,1533,1533,0.577,0.401
SCEL,SLLP,1337,1337,0.686,0.639
SCEL,SLLP,1499,1499,0.404,0.287
SCEL,SLLP,900,900,0.538,0.420
SCEL,SLLP,1255,1255,0.651,0.337
SCEL,SLLP,679,679,0.377,0.286
SCEL,SLLP,1875,1875,0.338,0.286
SCEL,SLLP,1696,1696,0.347,0.299
SCEL,SLLP,972,972,0.599,0.506
SCEL,SLLP,830,830,0.380,0.296
SCEL,SLLP,682,682,0.328,0.252
SCEL,SLLP,1602,1602,0.467,0.382
SCEL,SLLP,1474,1474,0.593,0.314
SCEL,SLLP,987,987,0.309,0.261
SCEL,SLLP,648,648,0.604,0.440
SCEL,SLLP,1481,1481,0.516,0.258
SCEL,SLLP,1663,1663,0.325,0.271
SCEL,SLLP,1560,1560,0.421,0.385
SCEL,SLLP,1010,1010,0.378,0.311
SCEL,SLLP,939,939,0.297,0.280
SCEL,SLLP,916,916,0.448,0.400
SCEL,SLLP,946,946,0.430,0.352
SCEL,SLLP,1269,1269,0.309,0.292
SCEL,SLLP,1634,1634,0.525,0.419
SCEL,SLLP,994,994,0.360,0.282
SCEL,SLLP,1147,1147,0.324,0.287
SCEL,SLLP,1583,1583,0.455,0.452
SCEL,SLLP,781,781,0.419,0.295
SCEL,SLLP,903,903,0.288,0.272
SCEL,SLLP,1513,1513,0.404,0.503
SCEL,SLLP,1343,1343,0.402,0.302
SCEL,SLLP,1550,1550,0.321,0.255
SCEL,SLLP,1061,1061,0.580,0.327
SCEL,SLLP,909,909,0.612,0.456
